1N,2N,3N,4N,5N,6N,ratio
-0.1224801692997001,-0.23339047722951878,-0.13829809274238164,-0.32508415129448603,-0.16007945789561884,-0.2541681524950822,-0.2517949370290986
0.19534772697311426,0.26409931441912454,-0.07926133942212545,0.0008644704254290453,0.21794009908741835,0.15126994894427537,0.2758556579740365
-0.29147013010490636,-0.4923962271764516,-0.36212490490559623,-0.33253891793486523,-0.13589656816943366,-0.15211964622510035,-0.6409546942414224
0.26686064159983514,0.3940586430128537,-0.1351474458591484,-0.011678508160590552,0.340116532750281,0.31557222979499533,0.4514105249252587
-0.36558747999342167,-0.3486963532105684,-0.5029689866354743,-0.3221673595335822,-0.2547099240490158,-0.16224351770184095,-0.5313404703326363
0.43700584168934437,0.25754262936752953,0.33358416362334425,0.34366880193981864,0.28577890328914846,0.44207329695515496,0.2800386943365559
-0.34399758246228235,0.007313323737588749,-0.3756919736230305,-0.4072573146893391,-0.0299388557134787,-0.3339612252926407,-0.31642041956238115
-1.19736358014455,-0.21509108021535328,-0.675019083486627,-0.8221541671583599,-0.2958490513033648,-1.4214337984898047,-2.089270725286188
-0.26155406942953996,-0.1537704932612406,-0.18099666566819314,-0.2246177493201052,-0.15992774814499283,-0.0921205331619723,-0.3007016321869806
0.26797650615254753,0.20762088996175648,-0.045747293838025546,-0.02968139251624549,0.23348030527313654,0.10885630611254529,0.12936328876737413
-0.1754618785572407,0.00456580075960745,-0.17462135850477128,-0.2024380597693168,-0.041671564293081595,-0.1103076213604854,-0.25248835664424674
0.25357131131330285,0.387484442380626,-0.15773525046872555,0.011342467905871699,0.37557760028309195,0.24021804870019042,-0.0154885483427973
-0.3804824469519332,-0.1294398263200118,-0.315096102886788,-0.3500289146913214,-0.24219271715709606,-0.45801613107737316,-0.7095416132986928
0.26529889711985777,0.0926095589823685,-0.03742922285359895,-0.07005178486111585,0.12484003945087124,-0.028640709435908893,0.17869048059943043
-0.328346819879406,-0.2030503240248605,-0.3760599708496942,-0.3763494391103796,-0.2625174273688651,-0.24292329965495305,-0.5774430755882852
0.1846712426683701,0.2558812609081862,0.1671626517307968,0.2414230448429546,0.4024881843563044,0.17114078695811508,0.5693715442530917
-0.5597244348072632,-0.05836102244870845,-0.41624091540869246,-0.5951257604578781,-0.3408125621340221,-0.47714432035902055,-0.45612180379915046
-0.5042193753709138,-1.0351209224507412,-0.7689286354686538,-0.7072917049711681,-1.122387775609148,-0.5054317818813145,-1.5150208704569377
-0.10692156572781504,0.1636214739549978,0.0941169490318692,0.0858926583950942,0.1897596601515112,0.0016464536437844485,-0.6421102154743578
-0.35373925571388176,-0.5332630736757131,-0.5986121347526419,-0.5131273411739178,-0.6561303573200862,-0.5616330432178893,-1.1158758589917142
-0.4467497725945042,-0.22016072830363936,-0.7867720405831659,-0.7899564952437512,-0.19657723630610746,-0.13455522502434406,-0.8462258886114051
0.23882604498190807,-0.45495651245361013,-0.12689448723475605,0.00771478803533635,-0.8140805780987215,0.1707058940463967,-0.14337271054941392
-0.5111211969609673,-0.05150732079320239,-0.32400552971048086,-0.4641472533257679,-0.038631786912108806,-0.5235184155487465,-1.2260201536697601
-1.7694231550256538,-1.355122339693017,-1.3136862125797677,-1.447951678526426,-0.9530176280515069,-1.9526274559125194,-2.634088854554877
-0.011047971865440702,-0.1632003675665501,-0.25086884017464894,-0.40947576730404156,0.11447810405514156,-0.15640454473551874,-0.1712629704162221
-0.2900329305146838,-0.794616172067915,-0.4925897505241015,-0.4576030880843682,-0.6115126512757633,-0.19836553930863876,-0.9559600177141738
-0.6216385249047198,-0.15821800678347667,-0.43942825947894476,-0.38918985114058174,-0.1736143715062218,-0.5687455256022841,-1.5374425996448684
-0.19740337649064704,-0.6479739585331901,-0.6979992396752319,-0.6510114770433922,-0.5819618662426974,-0.17653934840589805,-1.3284029649028366
0.10784118847298449,0.2307298156599866,-0.25462378469467245,-0.2292274714266624,-0.0741058607508259,0.23397540964929295,0.3892888919192879
-0.6956215659025662,-1.3122918724488484,-0.7556536711882582,-0.7703954879127273,-1.1398245897286376,-0.3706330459841235,-1.743086659642692
-0.0095777096257628,0.4047559156881131,0.200474741940345,0.3851924943565912,0.39028177176210077,-0.09074732059610086,0.0017084443503276037
-0.34162648809311036,-0.6009173384240083,-0.21757985834511545,-0.3640216477585616,-0.9787507601806515,-0.4332087834624594,-1.0406721607202558
-0.4766214781823388,-0.18174426814022004,-0.127967884425767,0.019008118679078,-0.16409391268918339,-0.4912443963838602,-0.795405426853012
-0.02926556240826635,0.3283407625841631,-0.14714391433640908,0.060588496963878205,0.29700316614080247,-0.012757653835435902,-0.020556875171361247
-0.15932649293218845,-0.5003538388592323,-0.31288593844046203,-0.5411751746728821,-0.5760552770091243,-0.27043825648683784,-0.8758100251524477
0.470030841830969,0.7386721402249592,0.42809606377760534,0.25669447572198584,0.6013548698937055,0.3366171113522163,1.0322909356875838
-0.6594065867343548,-0.3688675341765987,-0.5185584812560866,-0.5035540880523611,-0.4359266472902156,-0.631752768752105,-1.4993602238867139
0.20448019381894886,0.1303444125489991,0.24219524787541405,0.07273083697477095,0.11428395840799879,0.2985043271262588,-0.45681997764036
-0.34485536731455924,-0.3595111073356788,-0.365550615010405,-0.21614823713768233,-0.257032345546438,-0.21394810222450206,-0.2084198709564145
-1.0215840086021077,-0.06235419443464021,-0.3065080192245704,-0.26778178477220055,0.08266284053023235,-1.206879488909206,-0.966902515574134
-0.6008192888396342,-0.535349394165293,-1.1597655697938594,-1.1290584706817346,-0.5300681308733419,-0.5261443486157595,-1.9328612429080687
-0.005927745443631151,0.21796558004461758,-0.613660962518936,-0.4666007646628849,0.3110967154962049,0.16110975342529776,-0.5934937651610325
-0.9902672261644858,-1.1036388773158041,-1.4155586119280734,-1.8180866853031818,-0.9887962509819637,-1.116173198665086,-2.12485911341524
-0.0433862831048385,0.24685388950623766,-0.6455619524830019,-0.6237892769905576,0.12452568836746619,0.07045076959276166,-0.554866002545686
-0.2654997835511494,0.050967658396096446,-0.0323364129031395,-0.06798090806542445,0.018179551384594105,-0.20460373094947487,-0.3092249639687537
0.27002745060812744,0.3645960474336918,-0.018932321046034303,-0.10861280415339156,0.415174589161419,-0.04505979550599795,0.004182391761506803
-0.7475654466516486,-0.9720082585651941,-0.6758225551537604,-0.55903175415645,-0.9475363050871783,-0.7987448703437887,-1.9818427072448799
0.2457285870882614,0.42195974340995923,0.2204041613573312,0.2492612652486568,0.4212804603376719,0.30603879570366177,0.5252099764268859
-0.2972768015183426,0.325291653622722,0.21879058181855027,0.13732051161445033,0.42321653164451223,-0.357310219906562,-0.29935060927328777
-0.3258069661433656,-0.14856932034010845,-0.2587324869831732,-0.19543179666791405,-0.3596287156848045,-0.1809227459434351,-0.23090378282089435
0.14424050272858735,0.38219863661411846,0.2651456622730378,0.18449289583989736,-0.1334564505093239,0.011449690367978,0.2559666454785269
-0.5351865854520376,-0.26883661317564156,-0.1685571961433862,-0.08880354656250135,-0.24729122756857885,-0.4080127564696932,-0.5920174000496797
0.008462639275376299,0.27431643726555616,0.09979273149917894,0.07993148293434896,0.31923625920729337,-0.13226576632581605,0.1229176132992689
0.4411310545398281,-0.3670281491327336,0.43077432929930937,0.43298113175619074,-0.3223585977789716,0.45188151608157745,0.4008197463544834
-0.1673081435037975,-0.027840758560064453,-0.2667100398813191,-0.21877232559163481,0.251277948996681,-0.2560119074192111,-0.3070100559394425
-2.5021034806158275,-0.7474527482526255,-0.5862437288316296,-0.4746112197961556,-0.6922418245388866,-1.7211953648895573,-2.1965829087085407
-0.20255667491979173,0.332836343548245,0.0960511652894462,0.2251287378231161,0.06964321797394425,-0.36502352475946825,-0.40533779479185555
-0.06442234691025225,-0.4240191816812735,-0.13296363372273756,-0.18532415460355456,-0.1396091376347147,-0.044200847436176305,-0.34765006429467193
-0.1167174513483447,0.3322867592005687,0.1916814577194606,0.05060766805275205,0.19870849746622665,-0.07963625538787025,0.08628838783348428
0.03329851852947105,-0.19148627599105045,0.0274932578634309,0.03418583091388655,-0.2785762176627375,0.1097847584481092,-0.0489597091564834
-0.2221179198816488,0.0732304245223466,-0.633595911034194,-0.7199483812524587,0.09340697141929385,-0.32123114647308504,-0.915115745350068
-0.4021093053404182,-0.7647740331615351,-1.056840826189648,-0.8243848765332888,-0.7830441651348388,-0.4745609422602821,-0.7701425935132031
-0.32202642514342433,-0.4671951188932362,-0.699878362148062,-0.9101651840179155,-0.11794188745420475,-0.23257863143233276,-0.7200076528776126
-0.19993079624993554,-0.3978290440790659,-0.25219922164800884,-0.2098947249117128,-0.39187227917601536,-0.0640056278901876,-0.5223122101806994
