0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0.6077609764984514,0.7264150943396226,0.9258312020460358,0.5378151260504201,0.8235294117647058,1.0,1.6666666666666667,2.0,2.0,6.0,4.0,4.0,5.0,6.0,11.0,3.0,3.0,2.0
0.8503389830508474,0.8496894409937888,0.888641425389755,1.1355932203389831,1.6176470588235294,0.9,1.3333333333333333,6.0,2.0,1.0,5.0,6.0,15.0,7.0,6.0,4.0,3.0,2.0
0.8382838283828383,0.9355102040816328,0.906060606060606,1.5,0.6923076923076923,2.571428571428572,14.333333333333334,6.0,5.0,8.0,5.0,10.0,11.0,7.0,11.0,3.0,1.0,2.0
0.8998882681564245,0.9539748953974896,1.018867924528302,1.7294117647058824,3.76,2.0,7.666666666666667,4.0,8.0,7.0,9.0,9.0,2.0,6.0,3.0,5.0,3.0,3.0
0.9363244958078404,0.9636517328825022,0.9208860759493672,2.4177215189873418,1.9523809523809523,17.285714285714285,4.0,6.0,10.0,15.0,9.0,11.0,11.0,12.0,8.0,5.0,1.0,3.0
1.0282563749138525,1.0815126050420167,0.9683544303797468,1.3647058823529412,1.6666666666666667,2.571428571428572,6.0,25.0,6.0,9.0,7.0,7.0,14.0,7.0,4.0,3.0,5.0,2.0
1.0430854760250174,1.167979002624672,1.294314381270903,1.0454545454545454,1.5416666666666667,2.6666666666666665,1.6666666666666667,6.0,5.0,7.0,5.0,4.0,8.0,5.0,8.0,5.0,3.0,5.0
0.9988355845365626,1.0612959719789845,0.94006309148265,1.1566265060240963,1.9523809523809523,2.142857142857143,2.333333333333333,3.0,4.0,7.0,4.0,2.0,6.0,3.0,7.0,3.0,6.0,2.0
1.0121951219512195,1.0119453924914676,1.1293375394321767,0.9767441860465116,2.130434782608696,2.142857142857143,1.3333333333333333,6.0,5.0,9.0,3.0,5.0,5.0,6.0,11.0,18.0,7.0,2.0
1.013011152416357,0.9547781569965872,1.0786885245901638,1.0602409638554218,1.56,2.833333333333333,1.0,5.0,2.0,4.0,2.0,6.0,7.0,6.0,18.0,10.0,10.0,3.0
0.9094766619519096,1.0497777777777777,1.019736842105263,1.1,1.0476190476190477,1.5714285714285714,2.5,8.0,3.0,5.0,7.0,3.0,18.0,9.0,10.0,8.0,3.0,3.0
0.9586025364919836,1.0930232558139534,1.047457627118644,0.9866666666666668,1.6363636363636365,1.2857142857142858,3.5,7.0,2.0,5.0,14.0,10.0,12.0,13.0,19.0,9.0,2.0,3.0
0.9983345229597906,0.9557130203720108,0.9934640522875816,0.9529411764705882,2.0,1.1428571428571428,4.0,6.5,6.0,15.0,32.0,25.0,15.0,8.0,7.0,4.0,1.0,1.0
0.9687052078356426,0.940754039497307,0.8993506493506493,1.15,1.818181818181818,11.166666666666666,5.5,9.0,4.0,8.0,14.0,15.0,16.0,11.0,3.0,2.0,1.0,2.0
0.9895782840523508,1.045045045045045,1.1609589041095891,1.2650602409638554,1.4230769230769231,1.4285714285714286,6.5,4.0,10.0,8.0,17.0,6.0,7.0,3.0,5.0,2.0,1.0,1.0
0.98435243139143,1.071556350626118,1.0243055555555556,1.2592592592592593,1.565217391304348,1.5714285714285714,8.0,2.0,5.0,3.0,4.0,6.0,6.0,4.0,2.0,1.0,1.0,1.0
1.0108643167551907,0.9773139745916516,1.0,1.2987012987012987,1.3157894736842106,1.1666666666666667,3.333333333333333,5.0,9.0,2.0,3.0,3.0,2.0,2.0,1.0,3.0,1.0,2.0
1.071024821823544,1.0486685032139578,1.1924398625429553,1.178082191780822,3.761904761904762,1.0,4.5,9.0,3.0,5.0,5.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0
1.0680809077454363,1.139275766016713,1.1979166666666667,1.5977011494252873,1.5263157894736843,1.1666666666666667,1.6666666666666667,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0
1.0072157253048022,0.9972144846796658,1.0529801324503312,1.1333333333333333,1.2,3.0,6.5,4.0,4.0,3.0,4.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0
0.9955223880597016,1.017511520737327,1.1548821548821548,0.8481012658227848,0.875,2.5,1.5,5.0,2.0,1.0,4.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0
