size,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
3,"[4414, 4351, 4379, 4453, 4317, 4319, 4334, 4523, 4398, 4403]","[4460, 4491, 4617, 4404, 4464, 4513, 4492, 4601, 4456, 4583]","[3397, 3354, 3384, 3299, 3439, 3325, 3325, 3418, 3455, 3348]","[3217, 3445, 3396, 3382, 3332, 3302, 3184, 3366, 3331, 3285]","[3367, 3340, 3420, 3383, 3337, 3414, 3258, 3382, 3153, 3283]","[3238, 3277, 3338, 3193, 3327, 3332, 3196, 3342, 3236, 3265]","[3305, 3323, 3250, 3258, 3180, 3191, 3226, 3270, 3296, 3206]","[3327, 3221, 3160, 3270, 3293, 3222, 3245, 3278, 3192, 3250]","[3246, 3227, 3181, 3179, 3315, 3284, 3323, 3139, 3160, 3273]","[3257, 3243, 3186, 3255, 3121, 3163, 3089, 3189, 3195, 3286]","[3142, 3312, 3146, 3193, 3298, 3123, 3124, 3183, 3228, 3263]","[3198, 3168, 3138, 3161, 3111, 3078, 3299, 3290, 3151, 3097]","[3097, 3165, 3236, 3098, 3215, 3194, 3144, 3144, 3151, 3173]","[3128, 3154, 3152, 3152, 3150, 3207, 3107, 3098, 3180, 3153]","[3027, 3133, 3108, 3078, 3120, 3193, 3104, 3144, 3105, 3149]","[3055, 3083, 3017, 3168, 3173, 3023, 3018, 3056, 3069, 3048]","[3143, 3036, 3098, 3174, 3135, 3069, 3058, 3106, 3184, 3131]","[3082, 3075, 3051, 3081, 3018, 3077, 3086, 3027, 3125, 3043]","[3034, 3043, 2949, 3112, 3130, 3103, 3064, 2999, 2950, 3116]","[3076, 3021, 3069, 2994, 3046, 2993, 3092, 3048, 3127, 3035]","[3105, 2915, 2998, 2992, 2967, 2971, 3024, 3102, 3026, 2966]"
4,"[1118, 1052, 1074, 1137, 1150, 1131, 1126, 1141, 1151, 1119]","[1162, 1183, 1152, 1163, 1160, 1191, 1140, 1222, 1137, 1138]","[909, 814, 885, 844, 837, 806, 847, 866, 908, 881]","[856, 842, 852, 851, 865, 883, 873, 849, 876, 834]","[843, 830, 848, 860, 816, 838, 824, 866, 807, 831]","[857, 832, 834, 863, 881, 834, 813, 879, 877, 830]","[855, 865, 834, 852, 788, 839, 853, 803, 800, 868]","[819, 831, 861, 821, 829, 838, 863, 779, 816, 841]","[811, 854, 827, 799, 830, 781, 863, 768, 839, 805]","[808, 803, 840, 830, 814, 819, 824, 834, 864, 820]","[812, 846, 844, 828, 771, 824, 829, 801, 788, 806]","[783, 746, 760, 836, 852, 847, 769, 809, 758, 804]","[778, 833, 795, 782, 813, 819, 872, 807, 793, 787]","[828, 821, 817, 817, 800, 795, 775, 767, 819, 825]","[752, 804, 830, 814, 830, 776, 821, 810, 747, 791]","[818, 787, 752, 797, 816, 833, 819, 788, 762, 817]","[743, 795, 816, 853, 785, 790, 766, 828, 787, 788]","[815, 752, 742, 763, 828, 816, 725, 819, 805, 824]","[749, 759, 748, 799, 797, 789, 748, 775, 763, 803]","[806, 754, 774, 814, 799, 780, 743, 785, 782, 780]","[734, 810, 757, 725, 793, 724, 829, 806, 734, 734]"
5,"[281, 327, 289, 274, 266, 271, 254, 274, 296, 266]","[317, 307, 271, 290, 261, 310, 317, 288, 311, 323]","[188, 196, 216, 233, 227, 229, 229, 225, 239, 205]","[242, 225, 222, 236, 213, 226, 217, 212, 215, 191]","[215, 201, 243, 206, 200, 208, 227, 229, 205, 186]","[212, 206, 219, 199, 208, 216, 203, 214, 219, 195]","[244, 209, 229, 230, 200, 202, 200, 200, 225, 210]","[185, 205, 206, 218, 215, 227, 208, 225, 216, 225]","[213, 225, 195, 229, 192, 205, 201, 198, 204, 214]","[207, 192, 204, 209, 230, 214, 201, 215, 229, 228]","[211, 171, 201, 217, 218, 201, 222, 217, 189, 208]","[192, 186, 184, 181, 190, 219, 211, 203, 209, 210]","[198, 213, 216, 212, 216, 191, 204, 210, 178, 186]","[255, 220, 207, 189, 231, 216, 219, 180, 232, 202]","[196, 207, 173, 183, 190, 209, 191, 156, 193, 197]","[223, 207, 185, 204, 192, 219, 175, 200, 194, 220]","[222, 201, 221, 212, 187, 229, 212, 214, 227, 226]","[181, 218, 202, 227, 195, 197, 186, 211, 212, 188]","[196, 193, 181, 187, 212, 198, 176, 200, 198, 199]","[227, 188, 233, 194, 181, 204, 225, 229, 186, 179]","[230, 200, 180, 219, 193, 201, 223, 214, 186, 205]"
6,"[70, 85, 88, 84, 81, 66, 73, 74, 79, 82]","[79, 81, 80, 65, 65, 79, 73, 72, 82, 81]","[52, 57, 56, 63, 62, 50, 52, 51, 66, 47]","[63, 59, 43, 57, 75, 55, 52, 48, 54, 61]","[59, 57, 56, 55, 55, 56, 54, 58, 40, 56]","[47, 53, 71, 50, 69, 57, 50, 35, 49, 54]","[67, 45, 53, 67, 63, 69, 63, 59, 50, 61]","[57, 46, 45, 50, 61, 55, 61, 48, 57, 57]","[53, 64, 54, 55, 44, 54, 40, 50, 67, 51]","[43, 64, 43, 51, 50, 62, 44, 62, 59, 60]","[57, 50, 61, 50, 58, 67, 59, 47, 48, 59]","[61, 61, 52, 58, 53, 74, 39, 61, 48, 53]","[55, 58, 53, 52, 67, 47, 51, 48, 58, 61]","[55, 52, 48, 52, 45, 52, 59, 51, 49, 56]","[56, 59, 65, 53, 53, 43, 59, 59, 56, 56]","[55, 72, 38, 49, 53, 55, 49, 54, 70, 49]","[55, 39, 68, 45, 36, 66, 46, 59, 50, 56]","[51, 49, 44, 50, 49, 61, 62, 54, 50, 52]","[46, 49, 42, 54, 32, 46, 41, 43, 47, 52]","[52, 51, 65, 39, 35, 51, 59, 61, 48, 33]","[59, 61, 47, 52, 62, 42, 57, 48, 54, 51]"
7,"[14, 14, 19, 19, 17, 20, 21, 17, 28, 14]","[17, 17, 21, 8, 26, 13, 20, 22, 16, 34]","[22, 11, 15, 13, 10, 10, 22, 20, 11, 15]","[16, 11, 15, 10, 12, 14, 13, 17, 13, 12]","[10, 18, 9, 9, 13, 14, 17, 13, 17, 14]","[9, 17, 16, 10, 14, 17, 11, 13, 14, 15]","[15, 18, 9, 17, 15, 7, 11, 8, 14, 21]","[8, 16, 11, 12, 11, 20, 14, 12, 13, 12]","[15, 12, 11, 9, 15, 12, 18, 9, 10, 19]","[11, 13, 10, 10, 10, 12, 16, 22, 12, 17]","[18, 15, 13, 8, 12, 12, 9, 17, 14, 12]","[11, 10, 18, 19, 12, 9, 9, 12, 17, 19]","[13, 18, 20, 12, 14, 10, 16, 11, 9, 11]","[7, 15, 13, 16, 9, 12, 19, 11, 9, 9]","[8, 19, 11, 10, 8, 17, 12, 6, 12, 16]","[15, 13, 23, 12, 24, 16, 16, 15, 11, 12]","[9, 11, 13, 16, 12, 10, 12, 13, 8, 12]","[17, 11, 15, 11, 19, 15, 9, 9, 19, 9]","[15, 7, 16, 7, 17, 12, 4, 17, 16, 13]","[16, 15, 10, 18, 17, 14, 10, 15, 11, 9]","[5, 17, 14, 11, 8, 10, 12, 14, 12, 7]"
8,"[3, 3, 6, 7, 9, 8, 4, 7, 6, 7]","[1, 1, 6, 6, 5, 8, 5, 4, 6, 2]","[5, 4, 0, 1, 2, 3, 3, 8, 4, 3]","[3, 4, 4, 5, 3, 3, 4, 3, 3, 4]","[10, 7, 1, 3, 4, 7, 4, 1, 6, 7]","[3, 6, 3, 4, 1, 6, 4, 4, 5, 1]","[1, 3, 1, 4, 7, 8, 3, 4, 2, 6]","[1, 5, 3, 6, 4, 4, 4, 3, 4, 6]","[3, 6, 5, 2, 3, 3, 5, 3, 2, 5]","[2, 1, 2, 2, 2, 4, 7, 4, 4, 7]","[6, 1, 3, 3, 2, 4, 2, 1, 3, 3]","[3, 3, 6, 4, 2, 3, 2, 7, 1, 3]","[1, 2, 4, 2, 4, 5, 3, 4, 0, 2]","[6, 4, 6, 3, 3, 4, 4, 6, 2, 4]","[2, 2, 0, 6, 4, 3, 5, 3, 2, 4]","[7, 2, 5, 4, 3, 3, 3, 3, 5, 5]","[2, 4, 4, 2, 7, 4, 4, 4, 4, 2]","[6, 1, 5, 6, 2, 2, 2, 6, 8, 7]","[3, 2, 1, 4, 3, 3, 2, 2, 1, 4]","[2, 3, 5, 3, 4, 3, 4, 1, 3, 1]","[1, 4, 5, 2, 5, 3, 1, 5, 1, 3]"
9,"[1, 0, 1, 0, 0, 5, 1, 2, 3, 1]","[3, 0, 1, 1, 3, 1, 0, 1, 2, 2]","[1, 1, 1, 0, 1, 3, 2, 0, 2, 0]","[0, 1, 0, 2, 0, 2, 0, 2, 1, 4]","[2, 1, 2, 0, 0, 1, 1, 0, 0, 1]","[0, 2, 2, 1, 2, 2, 3, 0, 0, 1]","[1, 2, 0, 3, 0, 0, 1, 1, 1, 2]","[1, 0, 1, 1, 1, 0, 1, 0, 1, 0]","[1, 2, 1, 0, 1, 0, 1, 0, 1, 0]","[1, 0, 1, 2, 2, 0, 1, 0, 2, 1]","[0, 1, 0, 0, 1, 2, 1, 2, 1, 2]","[0, 5, 3, 1, 1, 1, 0, 0, 0, 2]","[0, 0, 1, 1, 0, 0, 2, 1, 0, 0]","[0, 0, 3, 1, 2, 0, 0, 0, 1, 0]","[2, 1, 0, 1, 0, 1, 0, 0, 0, 2]","[0, 2, 4, 1, 1, 1, 0, 1, 1, 0]","[0, 2, 0, 1, 2, 0, 2, 2, 0, 0]","[1, 0, 0, 1, 0, 0, 0, 3, 0, 1]","[0, 0, 1, 1, 2, 1, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 1, 0, 0, 2, 1]","[0, 0, 0, 1, 2, 0, 0, 1, 1, 0]"
10,"[1, 1, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[2, 1, 0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[2, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 1, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 1, 0, 0, 1]","[1, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 1]","[1, 0, 0, 0, 0, 0, 0, 0, 2, 1]","[0, 0, 0, 1, 1, 0, 1, 0, 0, 1]","[0, 0, 0, 0, 1, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
11,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
12,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
