size,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
3,"[5491, 5354, 5452, 5554, 5452, 5492, 5546, 5573, 5659, 5531]","[6087, 5860, 5859, 5813, 5944, 6010, 5882, 6050, 5938, 6052]","[4491, 4571, 4539, 4552, 4604, 4583, 4625, 4631, 4580, 4538]","[4347, 4322, 4359, 4310, 4394, 4519, 4463, 4338, 4460, 4514]","[4340, 4281, 4320, 4257, 4409, 4430, 4363, 4349, 4270, 4313]","[4298, 4261, 4380, 4348, 4298, 4424, 4347, 4293, 4296, 4370]","[4212, 4380, 4331, 4321, 4212, 4198, 4247, 4369, 4292, 4286]","[4284, 4313, 4268, 4296, 4328, 4250, 4333, 4248, 4290, 4319]","[4261, 4198, 4235, 4348, 4174, 4255, 4322, 4280, 4262, 4194]","[4228, 4242, 4270, 4205, 4182, 4289, 4205, 4238, 4217, 4264]","[4187, 4202, 4301, 4283, 4240, 4220, 4181, 4318, 4278, 4206]","[4268, 4252, 4323, 4216, 4222, 4204, 4195, 4269, 4219, 4213]","[4286, 4207, 4137, 4197, 4238, 4185, 4155, 4261, 4315, 4262]","[4172, 4134, 4273, 4216, 4299, 4256, 4179, 4183, 4194, 4135]","[4096, 4210, 4247, 4192, 4287, 4149, 4193, 4157, 4218, 4229]","[4106, 4213, 4160, 4123, 4148, 4133, 4128, 4056, 4227, 4087]","[4176, 4184, 4119, 4150, 4032, 4134, 4093, 4134, 4167, 4117]","[4035, 4077, 4114, 4143, 4210, 3997, 4060, 4130, 4164, 4094]","[4035, 3978, 3940, 4103, 4108, 4014, 4085, 4090, 3979, 4060]","[4087, 4050, 3992, 4104, 4081, 3965, 4030, 4067, 3908, 4124]","[3987, 3927, 4009, 4002, 4021, 4117, 3985, 4065, 3992, 4107]"
4,"[1515, 1480, 1532, 1461, 1495, 1502, 1547, 1415, 1499, 1547]","[1554, 1662, 1677, 1638, 1590, 1523, 1622, 1566, 1621, 1603]","[1302, 1153, 1226, 1209, 1214, 1205, 1194, 1271, 1149, 1201]","[1132, 1191, 1145, 1202, 1190, 1200, 1182, 1155, 1143, 1184]","[1187, 1178, 1174, 1150, 1128, 1170, 1178, 1178, 1110, 1170]","[1199, 1188, 1171, 1258, 1193, 1086, 1206, 1158, 1141, 1131]","[1212, 1141, 1176, 1188, 1212, 1159, 1206, 1082, 1139, 1155]","[1102, 1201, 1129, 1169, 1118, 1136, 1130, 1161, 1195, 1162]","[1145, 1204, 1168, 1134, 1231, 1139, 1187, 1149, 1152, 1120]","[1100, 1151, 1212, 1185, 1050, 1096, 1128, 1158, 1117, 1186]","[1028, 1124, 1172, 1179, 1155, 1085, 1171, 1157, 1085, 1150]","[1114, 1087, 1115, 1124, 1208, 1129, 1150, 1090, 1089, 1154]","[1185, 1113, 1120, 1166, 1110, 1155, 1126, 1141, 1116, 1171]","[1087, 1086, 1162, 1132, 1106, 1082, 1148, 1163, 1148, 1134]","[1111, 1173, 1096, 1056, 1103, 1162, 1101, 1166, 1116, 1126]","[1095, 1097, 1130, 1139, 1068, 1100, 1167, 1072, 1137, 1093]","[1157, 1163, 1105, 1027, 1165, 1150, 1094, 1127, 1112, 1146]","[1114, 1047, 1134, 1078, 1120, 1090, 1144, 1120, 1083, 1088]","[1061, 1113, 1056, 1005, 1133, 1079, 1070, 1059, 1073, 1075]","[1113, 1115, 1164, 1074, 1033, 1107, 996, 1092, 1042, 1114]","[1094, 1107, 1089, 1067, 1127, 1115, 1081, 1116, 1059, 1097]"
5,"[368, 387, 415, 432, 360, 395, 369, 421, 405, 423]","[433, 420, 439, 414, 410, 445, 453, 460, 385, 429]","[303, 364, 332, 307, 340, 342, 300, 321, 320, 309]","[340, 336, 304, 309, 304, 284, 311, 332, 290, 282]","[314, 312, 336, 319, 307, 319, 344, 314, 337, 318]","[317, 310, 340, 317, 328, 278, 324, 327, 310, 277]","[312, 321, 311, 325, 292, 290, 314, 280, 304, 292]","[302, 309, 328, 284, 280, 304, 339, 315, 316, 311]","[332, 281, 321, 293, 308, 323, 285, 278, 345, 301]","[334, 338, 300, 307, 291, 316, 321, 300, 324, 293]","[294, 264, 315, 310, 314, 291, 302, 313, 336, 291]","[318, 310, 294, 298, 293, 307, 298, 290, 306, 308]","[282, 307, 285, 304, 335, 309, 274, 330, 325, 275]","[309, 310, 277, 299, 267, 313, 287, 334, 314, 301]","[326, 310, 288, 294, 293, 331, 290, 330, 338, 291]","[302, 315, 322, 306, 318, 290, 284, 329, 274, 333]","[310, 319, 298, 317, 294, 301, 303, 300, 297, 275]","[271, 301, 287, 302, 303, 290, 302, 314, 290, 310]","[317, 289, 294, 318, 281, 260, 300, 296, 300, 291]","[315, 291, 291, 295, 268, 312, 311, 270, 310, 298]","[288, 306, 284, 308, 289, 273, 324, 284, 285, 307]"
6,"[102, 109, 108, 108, 105, 105, 104, 110, 113, 100]","[107, 111, 104, 128, 126, 107, 109, 118, 129, 114]","[100, 98, 76, 83, 93, 89, 78, 85, 100, 85]","[86, 111, 87, 99, 71, 93, 83, 103, 101, 92]","[70, 88, 84, 77, 86, 87, 82, 80, 85, 83]","[76, 88, 86, 70, 111, 102, 102, 95, 82, 92]","[78, 78, 93, 80, 76, 88, 75, 79, 79, 90]","[82, 96, 91, 84, 65, 63, 86, 68, 100, 77]","[78, 91, 96, 84, 86, 71, 89, 69, 89, 65]","[91, 87, 82, 87, 84, 75, 92, 74, 100, 89]","[90, 78, 87, 81, 76, 85, 90, 88, 84, 67]","[73, 74, 87, 80, 74, 80, 72, 66, 74, 85]","[74, 71, 90, 75, 87, 85, 78, 66, 84, 96]","[81, 87, 81, 78, 70, 79, 81, 77, 84, 98]","[74, 89, 72, 73, 83, 63, 89, 81, 89, 84]","[95, 77, 74, 83, 80, 71, 73, 75, 86, 70]","[67, 86, 69, 76, 91, 77, 79, 80, 84, 81]","[84, 67, 87, 59, 73, 75, 88, 74, 76, 50]","[83, 69, 79, 104, 80, 91, 72, 70, 77, 74]","[71, 76, 86, 81, 67, 74, 86, 69, 91, 86]","[86, 80, 87, 93, 78, 77, 80, 70, 78, 75]"
7,"[37, 30, 32, 29, 27, 24, 28, 25, 23, 27]","[32, 27, 26, 25, 29, 25, 39, 34, 33, 33]","[18, 26, 26, 22, 16, 18, 25, 26, 20, 27]","[26, 24, 15, 23, 28, 30, 16, 21, 22, 22]","[28, 27, 30, 24, 20, 26, 29, 19, 17, 22]","[19, 21, 20, 13, 19, 22, 25, 32, 21, 31]","[30, 22, 17, 25, 23, 32, 19, 24, 18, 30]","[19, 21, 21, 15, 20, 25, 12, 19, 33, 21]","[26, 20, 27, 26, 16, 27, 20, 30, 17, 14]","[18, 24, 17, 18, 26, 31, 27, 26, 20, 22]","[20, 22, 25, 16, 23, 16, 30, 20, 23, 15]","[21, 23, 31, 19, 22, 21, 27, 19, 23, 14]","[23, 20, 24, 17, 28, 29, 22, 31, 12, 25]","[16, 19, 15, 18, 20, 21, 22, 25, 18, 28]","[21, 22, 23, 23, 20, 18, 29, 15, 19, 19]","[25, 25, 23, 26, 20, 27, 18, 18, 20, 24]","[23, 20, 26, 18, 21, 23, 12, 19, 27, 25]","[15, 31, 23, 19, 26, 23, 18, 22, 23, 15]","[25, 30, 24, 19, 23, 34, 26, 20, 18, 23]","[21, 22, 26, 19, 19, 19, 25, 21, 18, 22]","[22, 21, 26, 21, 15, 17, 23, 24, 19, 11]"
8,"[7, 6, 4, 9, 7, 7, 7, 2, 5, 6]","[11, 10, 4, 6, 8, 11, 11, 8, 8, 8]","[6, 3, 3, 5, 6, 8, 13, 5, 8, 5]","[6, 4, 8, 7, 6, 4, 6, 4, 4, 4]","[5, 6, 4, 7, 6, 10, 9, 2, 5, 6]","[10, 11, 9, 3, 5, 7, 6, 5, 4, 2]","[9, 7, 3, 6, 7, 3, 4, 10, 4, 11]","[4, 4, 4, 12, 11, 9, 5, 4, 6, 9]","[9, 7, 4, 5, 8, 6, 6, 9, 10, 5]","[4, 7, 6, 1, 2, 11, 8, 4, 7, 3]","[8, 4, 7, 4, 1, 8, 5, 1, 5, 6]","[4, 5, 7, 5, 7, 6, 5, 6, 6, 6]","[8, 4, 6, 4, 1, 7, 1, 12, 5, 10]","[7, 7, 10, 6, 6, 10, 2, 11, 3, 4]","[9, 4, 5, 7, 6, 6, 6, 7, 8, 6]","[5, 5, 4, 11, 7, 8, 15, 7, 4, 6]","[3, 4, 8, 4, 4, 7, 6, 10, 5, 4]","[3, 4, 3, 3, 9, 8, 8, 4, 7, 14]","[7, 4, 7, 8, 7, 5, 4, 6, 6, 11]","[7, 7, 9, 9, 7, 6, 8, 9, 6, 6]","[6, 7, 4, 9, 2, 5, 2, 6, 6, 9]"
9,"[3, 2, 4, 2, 2, 3, 3, 2, 2, 4]","[5, 2, 2, 5, 3, 2, 4, 1, 3, 1]","[0, 0, 0, 4, 1, 1, 1, 1, 6, 0]","[0, 0, 4, 0, 1, 1, 2, 2, 3, 0]","[0, 3, 1, 2, 2, 1, 1, 1, 1, 1]","[1, 1, 2, 2, 0, 0, 1, 1, 2, 1]","[0, 1, 1, 1, 1, 1, 2, 4, 2, 2]","[1, 3, 1, 2, 0, 2, 2, 1, 2, 2]","[1, 3, 1, 2, 1, 3, 6, 2, 0, 0]","[1, 1, 2, 2, 3, 1, 4, 0, 0, 0]","[2, 1, 1, 0, 0, 2, 1, 1, 1, 4]","[0, 3, 2, 2, 0, 1, 3, 1, 1, 0]","[1, 0, 1, 1, 1, 2, 3, 0, 4, 2]","[3, 0, 1, 1, 0, 2, 2, 5, 2, 2]","[1, 2, 1, 1, 3, 1, 1, 1, 2, 1]","[2, 1, 1, 3, 0, 2, 1, 1, 2, 1]","[1, 0, 3, 3, 1, 2, 0, 1, 0, 4]","[0, 3, 0, 3, 3, 0, 5, 0, 0, 1]","[1, 2, 2, 0, 0, 2, 2, 1, 2, 1]","[1, 0, 2, 3, 0, 0, 1, 1, 0, 1]","[3, 3, 3, 1, 1, 2, 3, 1, 1, 1]"
10,"[0, 0, 1, 1, 0, 0, 3, 1, 1, 0]","[0, 0, 1, 2, 1, 1, 1, 1, 1, 0]","[2, 0, 2, 1, 0, 1, 1, 0, 0, 0]","[1, 0, 2, 0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 1]","[0, 1, 1, 0, 1, 0, 4, 1, 0, 0]","[0, 0, 0, 1, 2, 1, 1, 0, 0, 0]","[0, 0, 0, 2, 0, 0, 0, 1, 1, 2]","[0, 0, 1, 0, 0, 0, 0, 1, 0, 0]","[2, 1, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 1, 1, 1, 1, 1, 0]","[1, 0, 0, 1, 1, 0, 0, 0, 0, 0]","[1, 1, 1, 0, 0, 0, 0, 0, 2, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[1, 0, 0, 1, 0, 0, 0, 0, 1, 0]","[2, 0, 0, 1, 2, 0, 1, 0, 0, 1]","[0, 0, 0, 0, 0, 2, 0, 1, 0, 1]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 1]","[3, 2, 1, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 2, 0, 1, 0, 1, 0, 0]"
11,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[0, 0, 1, 1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[0, 0, 2, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
12,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
