size,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
3,"[219, 193, 180, 180, 216, 190, 206, 189, 209, 197]","[182, 212, 200, 192, 216, 213, 198, 198, 210, 205]","[123, 140, 145, 141, 130, 149, 146, 140, 124, 131]","[163, 145, 152, 138, 158, 142, 147, 144, 151, 135]","[139, 147, 142, 165, 156, 173, 140, 148, 144, 151]","[154, 142, 149, 125, 140, 135, 157, 142, 131, 120]","[118, 135, 132, 144, 143, 122, 144, 145, 148, 153]","[137, 126, 154, 141, 136, 145, 158, 134, 144, 151]","[111, 164, 131, 138, 150, 155, 134, 147, 111, 150]","[160, 144, 141, 149, 133, 147, 163, 148, 155, 133]","[172, 173, 144, 131, 141, 154, 158, 149, 148, 141]","[164, 152, 136, 129, 140, 142, 170, 130, 148, 143]","[168, 146, 152, 146, 162, 142, 143, 166, 169, 135]","[161, 133, 112, 149, 146, 153, 133, 158, 134, 119]","[146, 137, 138, 155, 166, 175, 146, 137, 149, 155]","[129, 141, 136, 143, 138, 134, 142, 148, 156, 156]","[162, 142, 167, 166, 132, 129, 147, 135, 149, 129]","[142, 152, 137, 169, 149, 140, 160, 157, 141, 166]","[127, 129, 168, 158, 154, 157, 136, 153, 132, 147]","[157, 159, 151, 140, 113, 147, 135, 142, 158, 126]","[156, 143, 138, 146, 115, 150, 140, 139, 133, 163]"
4,"[50, 65, 78, 57, 57, 46, 43, 53, 55, 62]","[43, 52, 58, 46, 58, 66, 44, 63, 49, 56]","[31, 24, 46, 47, 38, 40, 30, 46, 32, 32]","[40, 30, 43, 34, 44, 35, 41, 44, 44, 40]","[34, 40, 38, 39, 35, 35, 41, 37, 42, 46]","[28, 42, 30, 32, 40, 37, 29, 32, 33, 57]","[43, 28, 37, 37, 45, 34, 37, 39, 38, 48]","[30, 42, 44, 42, 38, 33, 38, 37, 36, 33]","[58, 31, 32, 42, 36, 37, 38, 45, 40, 43]","[38, 40, 50, 47, 32, 36, 51, 41, 36, 43]","[43, 41, 46, 49, 44, 27, 38, 45, 37, 38]","[39, 38, 34, 47, 48, 35, 28, 30, 37, 32]","[43, 49, 45, 35, 33, 56, 41, 31, 42, 32]","[25, 33, 34, 47, 40, 35, 39, 39, 34, 40]","[34, 39, 36, 30, 40, 38, 42, 38, 41, 35]","[43, 31, 37, 49, 38, 44, 41, 34, 40, 25]","[48, 36, 46, 47, 39, 39, 33, 44, 38, 34]","[34, 40, 47, 38, 34, 46, 38, 38, 33, 29]","[33, 46, 35, 37, 32, 46, 43, 35, 34, 34]","[47, 40, 53, 32, 35, 36, 38, 35, 43, 27]","[40, 47, 34, 30, 43, 39, 36, 47, 35, 43]"
5,"[6, 23, 16, 13, 14, 10, 18, 13, 18, 17]","[20, 21, 14, 14, 14, 12, 16, 15, 16, 16]","[7, 7, 11, 8, 6, 12, 12, 9, 10, 10]","[11, 13, 7, 10, 12, 7, 11, 10, 8, 8]","[7, 5, 8, 12, 6, 9, 5, 12, 7, 7]","[11, 11, 12, 12, 13, 13, 9, 9, 7, 12]","[13, 10, 10, 8, 9, 9, 13, 7, 7, 10]","[7, 7, 4, 8, 11, 11, 7, 8, 5, 10]","[5, 13, 12, 7, 11, 6, 7, 13, 9, 7]","[3, 4, 6, 11, 14, 9, 17, 8, 7, 7]","[7, 6, 11, 7, 12, 14, 9, 9, 11, 8]","[5, 17, 10, 8, 9, 10, 8, 12, 12, 11]","[11, 10, 10, 13, 9, 8, 11, 6, 9, 13]","[5, 6, 13, 9, 6, 5, 12, 8, 7, 8]","[11, 15, 16, 7, 12, 6, 11, 12, 13, 23]","[20, 9, 11, 5, 8, 9, 12, 11, 10, 11]","[10, 11, 8, 6, 5, 8, 9, 6, 14, 3]","[9, 15, 9, 5, 8, 7, 11, 9, 9, 14]","[6, 7, 14, 12, 6, 11, 15, 15, 7, 13]","[10, 10, 8, 10, 6, 10, 9, 10, 16, 8]","[11, 7, 10, 11, 15, 4, 13, 20, 8, 8]"
6,"[3, 3, 1, 0, 1, 5, 2, 7, 7, 3]","[1, 7, 4, 7, 3, 2, 3, 4, 3, 5]","[2, 2, 3, 4, 3, 5, 5, 2, 1, 2]","[3, 4, 2, 3, 2, 4, 1, 0, 3, 1]","[1, 2, 4, 3, 1, 0, 3, 0, 1, 3]","[3, 3, 2, 3, 2, 3, 5, 6, 2, 6]","[0, 1, 2, 5, 0, 4, 1, 5, 1, 3]","[1, 1, 2, 3, 3, 1, 0, 3, 2, 4]","[4, 4, 4, 4, 3, 3, 4, 4, 2, 5]","[3, 1, 3, 2, 3, 1, 4, 4, 2, 0]","[1, 3, 0, 2, 0, 2, 1, 1, 5, 6]","[4, 1, 4, 3, 4, 6, 3, 2, 5, 3]","[5, 1, 4, 3, 3, 0, 2, 4, 2, 1]","[2, 6, 4, 2, 1, 4, 3, 4, 4, 2]","[5, 2, 3, 2, 2, 2, 2, 1, 3, 2]","[1, 4, 1, 1, 2, 1, 6, 1, 3, 0]","[1, 5, 4, 0, 5, 0, 1, 3, 3, 5]","[1, 3, 1, 3, 1, 4, 3, 2, 1, 2]","[0, 3, 2, 3, 1, 2, 7, 4, 2, 2]","[2, 0, 2, 3, 4, 3, 0, 5, 1, 1]","[4, 1, 4, 0, 3, 3, 4, 1, 2, 1]"
7,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 1]","[1, 1, 0, 0, 0, 0, 0, 2, 1, 1]","[1, 1, 0, 0, 0, 1, 0, 1, 0, 0]","[2, 0, 2, 0, 0, 1, 0, 2, 0, 0]","[2, 0, 0, 1, 0, 2, 0, 1, 0, 0]","[1, 0, 0, 0, 1, 0, 1, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 1]","[1, 0, 0, 1, 2, 0, 0, 0, 1, 0]","[3, 1, 0, 0, 1, 1, 0, 0, 1, 0]","[1, 1, 1, 1, 1, 0, 0, 3, 0, 1]","[0, 2, 1, 0, 0, 1, 1, 0, 0, 0]","[0, 0, 0, 0, 2, 0, 1, 0, 0, 0]","[1, 0, 1, 0, 0, 1, 0, 1, 0, 0]","[1, 1, 1, 1, 0, 1, 0, 0, 1, 1]","[2, 1, 2, 0, 1, 1, 0, 0, 0, 1]","[0, 1, 2, 1, 2, 1, 2, 2, 0, 1]","[0, 1, 0, 0, 0, 1, 0, 2, 0, 1]","[0, 0, 0, 0, 1, 0, 0, 0, 1, 2]","[0, 1, 1, 3, 0, 0, 1, 1, 0, 1]","[2, 2, 1, 0, 0, 1, 0, 0, 0, 1]","[0, 3, 0, 1, 2, 1, 1, 0, 1, 1]"
8,"[1, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[0, 2, 0, 0, 0, 1, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 1, 1, 1]","[0, 1, 0, 0, 0, 0, 0, 1, 0, 1]","[0, 0, 1, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 1, 0, 0, 0, 1, 1]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[1, 1, 0, 0, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 1, 1, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 1, 1, 0, 0]","[1, 0, 0, 0, 2, 0, 0, 0, 0, 1]"
9,"[1, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
11,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
12,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
