size,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
3,"[37401, 37289, 37308, 37347, 37547, 37319, 37279, 37473, 37216, 37333]","[32614, 32682, 33003, 32730, 32802, 32624, 32287, 32840, 32754, 32268]","[20452, 20381, 20621, 20612, 20525, 20516, 20739, 20501, 20214, 20662]","[22873, 22614, 22792, 22601, 23017, 22520, 22580, 22760, 22691, 22996]","[23419, 23523, 23194, 23416, 23290, 23633, 23332, 23256, 23381, 23174]","[23120, 23087, 23035, 23096, 22933, 23145, 23150, 23134, 23004, 23235]","[23022, 23145, 23057, 23132, 22999, 23013, 22940, 22807, 22898, 22914]","[22864, 22918, 23182, 23007, 22872, 22762, 22859, 22793, 22983, 23134]","[23015, 22787, 22775, 22865, 22754, 22819, 22912, 22936, 23004, 22749]","[22969, 22680, 23011, 22884, 22878, 22386, 22999, 22872, 22924, 22895]","[22789, 22699, 22875, 22999, 23188, 22888, 22886, 22814, 23035, 23300]","[23037, 23026, 22911, 22844, 22785, 22808, 22719, 22933, 22911, 22998]","[22788, 22855, 23052, 23092, 22974, 22830, 22903, 22522, 23240, 22978]","[22831, 22725, 22834, 22855, 22826, 22623, 22697, 22724, 22731, 22965]","[22830, 22787, 22783, 22770, 22895, 22956, 22702, 22760, 22896, 22989]","[22873, 22592, 22831, 22851, 22748, 22761, 22579, 22814, 22732, 22945]","[22916, 22774, 22442, 22688, 22716, 22516, 22813, 22894, 22840, 22768]","[22865, 22646, 22720, 22833, 22589, 22692, 22701, 22608, 22643, 22678]","[22916, 22642, 22580, 22686, 22667, 22980, 22562, 22742, 22746, 22517]","[22467, 22825, 22329, 22703, 22784, 22775, 22386, 22543, 22497, 22583]","[22573, 22628, 22451, 22545, 22615, 22585, 22793, 22750, 22433, 22542]"
4,"[10517, 10575, 10550, 10807, 10542, 10572, 10539, 10522, 10447, 10511]","[9231, 9147, 9056, 9221, 9289, 9337, 9306, 9191, 9126, 9156]","[5768, 5713, 5789, 5843, 5790, 5687, 5898, 5779, 5838, 5964]","[6179, 6406, 6361, 6358, 6435, 6433, 6455, 6472, 6385, 6490]","[6504, 6657, 6671, 6721, 6631, 6610, 6625, 6789, 6513, 6621]","[6538, 6557, 6506, 6541, 6534, 6417, 6522, 6517, 6541, 6513]","[6608, 6515, 6567, 6511, 6635, 6426, 6498, 6460, 6473, 6519]","[6450, 6517, 6483, 6549, 6337, 6564, 6582, 6421, 6451, 6354]","[6543, 6498, 6241, 6468, 6552, 6546, 6355, 6638, 6469, 6550]","[6523, 6630, 6584, 6396, 6437, 6522, 6516, 6522, 6503, 6479]","[6525, 6420, 6418, 6516, 6592, 6520, 6460, 6542, 6494, 6387]","[6500, 6519, 6458, 6511, 6407, 6491, 6399, 6501, 6552, 6396]","[6437, 6385, 6428, 6688, 6421, 6471, 6475, 6485, 6526, 6431]","[6447, 6552, 6362, 6577, 6357, 6675, 6453, 6408, 6578, 6467]","[6477, 6299, 6345, 6529, 6360, 6395, 6551, 6470, 6359, 6427]","[6492, 6480, 6518, 6532, 6499, 6450, 6460, 6398, 6532, 6560]","[6361, 6373, 6534, 6318, 6339, 6501, 6400, 6428, 6416, 6376]","[6389, 6447, 6455, 6482, 6471, 6468, 6270, 6416, 6467, 6425]","[6256, 6412, 6384, 6471, 6347, 6440, 6332, 6496, 6439, 6420]","[6415, 6404, 6518, 6404, 6357, 6528, 6433, 6456, 6519, 6393]","[6231, 6280, 6496, 6320, 6381, 6505, 6274, 6337, 6457, 6253]"
5,"[2966, 2994, 2996, 3035, 3021, 3044, 2963, 3027, 2986, 3095]","[2717, 2645, 2648, 2647, 2573, 2643, 2685, 2675, 2702, 2685]","[1634, 1644, 1686, 1612, 1676, 1570, 1629, 1665, 1630, 1598]","[1777, 1861, 1822, 1805, 1796, 1867, 1801, 1843, 1819, 1843]","[1852, 1853, 1959, 1835, 1896, 1925, 1916, 1841, 1916, 1880]","[1882, 1932, 1914, 1862, 1898, 1845, 1834, 1879, 1868, 1857]","[1857, 1818, 1793, 1825, 1902, 1899, 1803, 1820, 1845, 1839]","[1810, 1883, 1785, 1806, 1864, 1757, 1882, 1828, 1851, 1882]","[1922, 1862, 1857, 1840, 1831, 1899, 1800, 1831, 1820, 1820]","[1795, 1865, 1901, 1774, 1848, 1896, 1834, 1836, 1775, 1876]","[1841, 1858, 1876, 1842, 1789, 1857, 1822, 1888, 1918, 1875]","[1822, 1849, 1871, 1874, 1837, 1874, 1813, 1779, 1883, 1883]","[1839, 1817, 1871, 1793, 1768, 1942, 1759, 1804, 1769, 1865]","[1832, 1884, 1849, 1824, 1761, 1815, 1837, 1885, 1825, 1792]","[1789, 1819, 1862, 1810, 1825, 1806, 1840, 1856, 1860, 1864]","[1813, 1801, 1875, 1817, 1817, 1828, 1775, 1813, 1809, 1830]","[1842, 1786, 1799, 1862, 1827, 1820, 1768, 1878, 1819, 1849]","[1804, 1854, 1808, 1784, 1785, 1809, 1891, 1891, 1833, 1838]","[1861, 1788, 1858, 1854, 1854, 1840, 1836, 1835, 1788, 1809]","[1865, 1870, 1830, 1845, 1765, 1878, 1778, 1859, 1819, 1828]","[1891, 1861, 1800, 1891, 1823, 1838, 1814, 1859, 1910, 1844]"
6,"[896, 836, 860, 840, 882, 859, 859, 888, 877, 824]","[715, 755, 785, 727, 732, 728, 724, 789, 745, 770]","[478, 437, 464, 503, 451, 452, 451, 402, 461, 427]","[539, 560, 509, 515, 546, 519, 521, 499, 555, 512]","[543, 548, 539, 536, 561, 513, 518, 538, 554, 531]","[485, 517, 508, 492, 528, 522, 530, 516, 540, 530]","[504, 530, 503, 511, 525, 485, 510, 544, 561, 499]","[507, 514, 490, 495, 530, 488, 550, 520, 538, 519]","[527, 554, 513, 535, 529, 534, 548, 512, 475, 526]","[524, 511, 517, 538, 520, 512, 521, 515, 580, 502]","[521, 553, 543, 510, 509, 529, 518, 504, 515, 507]","[551, 512, 513, 562, 509, 526, 503, 526, 497, 550]","[517, 540, 526, 502, 471, 499, 515, 523, 517, 561]","[508, 516, 536, 533, 510, 466, 507, 517, 506, 564]","[475, 540, 540, 527, 538, 535, 487, 521, 517, 493]","[523, 523, 500, 533, 529, 485, 547, 506, 534, 540]","[527, 534, 514, 501, 515, 499, 546, 522, 523, 528]","[498, 534, 510, 499, 506, 524, 507, 497, 529, 505]","[486, 479, 512, 489, 494, 512, 519, 514, 519, 468]","[544, 500, 536, 467, 526, 484, 543, 521, 495, 525]","[536, 563, 535, 502, 543, 500, 519, 499, 516, 493]"
7,"[282, 236, 223, 236, 238, 233, 241, 212, 243, 236]","[212, 227, 227, 221, 196, 236, 229, 206, 223, 189]","[150, 118, 130, 112, 135, 130, 144, 127, 120, 141]","[161, 162, 143, 161, 149, 174, 150, 152, 166, 148]","[139, 164, 130, 175, 169, 142, 163, 144, 155, 151]","[131, 148, 146, 151, 127, 139, 161, 134, 137, 127]","[147, 149, 159, 149, 150, 137, 160, 132, 138, 157]","[132, 154, 159, 159, 140, 150, 139, 157, 145, 130]","[156, 152, 133, 150, 144, 162, 140, 154, 157, 146]","[144, 131, 159, 139, 175, 142, 163, 168, 172, 155]","[141, 128, 142, 140, 158, 153, 147, 136, 150, 156]","[165, 156, 146, 146, 145, 156, 161, 151, 135, 168]","[166, 139, 161, 112, 141, 115, 152, 138, 160, 164]","[151, 138, 145, 163, 136, 162, 152, 156, 151, 139]","[146, 144, 155, 128, 140, 169, 136, 128, 162, 161]","[125, 159, 163, 178, 122, 156, 145, 153, 155, 147]","[161, 164, 137, 138, 158, 141, 151, 143, 142, 163]","[128, 166, 129, 153, 143, 148, 133, 154, 148, 157]","[154, 151, 144, 140, 144, 143, 133, 132, 125, 132]","[148, 155, 150, 127, 159, 132, 131, 155, 143, 153]","[151, 131, 115, 137, 138, 135, 128, 126, 145, 146]"
8,"[65, 68, 78, 64, 79, 70, 67, 75, 69, 70]","[60, 53, 57, 79, 50, 63, 66, 58, 45, 60]","[45, 36, 38, 44, 49, 52, 34, 41, 39, 40]","[38, 44, 38, 42, 50, 52, 41, 43, 41, 54]","[43, 46, 35, 39, 41, 50, 46, 43, 50, 44]","[41, 43, 39, 43, 41, 39, 40, 42, 56, 44]","[35, 44, 52, 34, 43, 33, 48, 32, 35, 34]","[50, 29, 39, 39, 35, 35, 44, 43, 44, 41]","[40, 34, 44, 43, 37, 36, 44, 44, 42, 53]","[38, 35, 45, 52, 41, 47, 39, 47, 42, 43]","[40, 45, 41, 28, 38, 43, 39, 35, 44, 47]","[42, 40, 33, 41, 46, 38, 37, 55, 43, 39]","[59, 44, 49, 41, 40, 50, 50, 64, 30, 49]","[43, 42, 44, 38, 39, 30, 34, 44, 38, 43]","[36, 43, 49, 34, 46, 38, 32, 30, 43, 45]","[49, 40, 30, 37, 44, 37, 34, 48, 42, 41]","[50, 38, 48, 43, 49, 37, 45, 46, 45, 48]","[52, 41, 39, 61, 34, 40, 53, 42, 48, 42]","[39, 47, 40, 44, 39, 41, 44, 35, 46, 44]","[38, 42, 52, 33, 57, 35, 39, 48, 38, 39]","[51, 50, 45, 40, 31, 43, 33, 41, 34, 47]"
9,"[21, 13, 21, 17, 15, 17, 19, 18, 23, 24]","[15, 11, 21, 13, 13, 10, 21, 16, 19, 12]","[7, 12, 10, 11, 8, 6, 12, 13, 11, 17]","[8, 10, 19, 15, 16, 7, 7, 15, 19, 8]","[11, 12, 10, 17, 9, 19, 12, 17, 11, 14]","[12, 10, 11, 10, 10, 14, 14, 16, 17, 15]","[12, 15, 13, 12, 8, 7, 10, 16, 13, 12]","[19, 14, 12, 11, 5, 10, 16, 5, 9, 14]","[14, 7, 13, 15, 13, 8, 10, 14, 11, 16]","[12, 11, 9, 15, 15, 11, 16, 13, 8, 12]","[13, 9, 14, 16, 15, 7, 20, 10, 12, 6]","[13, 12, 12, 10, 8, 17, 12, 10, 9, 15]","[9, 12, 11, 10, 10, 15, 6, 11, 11, 7]","[15, 9, 10, 9, 15, 10, 17, 12, 13, 14]","[9, 14, 6, 12, 9, 14, 9, 9, 8, 11]","[13, 12, 16, 10, 14, 14, 13, 11, 12, 12]","[14, 11, 20, 12, 10, 14, 10, 12, 13, 15]","[9, 10, 13, 8, 10, 14, 7, 17, 15, 17]","[19, 14, 12, 18, 16, 5, 14, 12, 15, 9]","[12, 7, 16, 15, 11, 18, 12, 15, 14, 10]","[10, 15, 17, 11, 15, 14, 15, 8, 13, 14]"
10,"[10, 10, 3, 5, 7, 6, 3, 4, 7, 3]","[8, 8, 5, 5, 3, 5, 7, 5, 6, 5]","[2, 4, 4, 6, 4, 2, 5, 3, 6, 3]","[6, 5, 5, 7, 2, 8, 6, 3, 4, 4]","[5, 2, 4, 3, 8, 4, 0, 4, 6, 5]","[3, 2, 5, 3, 4, 7, 1, 0, 7, 4]","[2, 3, 2, 5, 5, 6, 6, 5, 1, 4]","[4, 1, 9, 2, 1, 6, 3, 5, 2, 2]","[5, 2, 5, 1, 5, 4, 2, 2, 4, 3]","[8, 3, 4, 4, 1, 1, 2, 3, 3, 6]","[6, 6, 5, 6, 3, 2, 2, 3, 2, 4]","[2, 3, 6, 3, 3, 3, 5, 2, 6, 3]","[5, 3, 2, 5, 2, 6, 5, 2, 1, 1]","[4, 2, 4, 6, 6, 3, 10, 2, 2, 4]","[2, 4, 4, 4, 2, 3, 1, 2, 5, 2]","[5, 2, 2, 4, 4, 5, 3, 2, 9, 3]","[4, 3, 2, 4, 6, 1, 6, 4, 3, 2]","[5, 2, 2, 1, 3, 3, 3, 6, 5, 7]","[2, 3, 0, 8, 0, 5, 2, 3, 4, 6]","[3, 1, 2, 5, 5, 2, 1, 7, 5, 1]","[3, 2, 5, 7, 4, 6, 2, 2, 2, 3]"
11,"[2, 2, 0, 0, 1, 3, 1, 2, 0, 2]","[2, 3, 4, 0, 0, 1, 2, 0, 1, 3]","[0, 1, 1, 2, 1, 2, 2, 1, 0, 1]","[1, 0, 0, 0, 1, 1, 0, 0, 0, 2]","[0, 0, 2, 0, 2, 1, 1, 2, 3, 0]","[1, 2, 0, 1, 1, 2, 1, 2, 0, 0]","[2, 0, 2, 1, 2, 0, 1, 0, 1, 0]","[1, 0, 1, 0, 1, 1, 0, 1, 2, 1]","[0, 0, 2, 3, 0, 1, 0, 0, 0, 2]","[0, 1, 0, 0, 1, 1, 2, 2, 3, 1]","[2, 0, 1, 1, 1, 0, 0, 3, 0, 0]","[0, 2, 1, 3, 1, 0, 3, 2, 0, 0]","[1, 0, 1, 1, 0, 0, 1, 0, 4, 2]","[4, 1, 0, 0, 1, 3, 3, 0, 1, 1]","[1, 0, 0, 1, 2, 2, 1, 0, 0, 0]","[1, 1, 4, 0, 2, 0, 0, 1, 0, 2]","[1, 2, 1, 0, 0, 0, 3, 1, 1, 2]","[0, 0, 2, 1, 1, 3, 2, 1, 2, 1]","[2, 1, 2, 0, 1, 2, 0, 3, 0, 2]","[0, 0, 1, 1, 3, 1, 0, 0, 0, 2]","[0, 0, 2, 1, 0, 1, 1, 0, 1, 1]"
12,"[0, 0, 1, 1, 0, 0, 0, 0, 2, 1]","[0, 0, 1, 0, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 1]","[0, 1, 0, 0, 0, 1, 2, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[0, 1, 0, 0, 0, 1, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 1, 0, 1]","[0, 0, 1, 0, 1, 0, 1, 0, 0, 0]","[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]","[1, 0, 0, 0, 0, 1, 1, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[0, 0, 1, 0, 2, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 1, 1, 0, 0, 0]","[0, 1, 0, 1, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[1, 1, 0, 1, 0, 0, 1, 0, 0, 0]","[1, 0, 0, 2, 0, 0, 0, 0, 2, 0]"
