size,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
3,"[31314, 31300, 31057, 31326, 31006, 31121, 31034, 31238, 31739, 31307]","[34335, 34868, 34571, 34542, 34394, 34214, 34349, 34346, 34719, 34312]","[26488, 26318, 26586, 26518, 26580, 26585, 26175, 26240, 26308, 26519]","[25420, 25352, 25340, 25292, 25056, 25525, 25305, 25382, 25378, 25390]","[25382, 25276, 25156, 25541, 25148, 25269, 25035, 25396, 25365, 25366]","[25382, 25255, 25272, 25129, 25407, 25245, 25561, 25097, 25362, 25383]","[25231, 25319, 25391, 25362, 25372, 25230, 25322, 25387, 25212, 25564]","[25127, 25292, 25011, 25177, 25060, 25459, 25415, 25112, 25057, 25271]","[25000, 25185, 24781, 25444, 25107, 25400, 25312, 25183, 25340, 25148]","[25257, 25008, 25017, 25248, 25135, 24940, 25058, 24939, 25249, 25350]","[24930, 25024, 25051, 24898, 24915, 25287, 24930, 25132, 25258, 25032]","[25077, 25134, 24908, 24991, 25023, 24881, 25088, 25342, 24874, 25161]","[25123, 25079, 25133, 24972, 24975, 24857, 25134, 24782, 25138, 24978]","[24951, 25168, 24657, 25016, 25027, 24896, 25044, 24895, 24640, 24862]","[24752, 24974, 24938, 25077, 25182, 24899, 24849, 25164, 24848, 24993]","[24933, 24750, 24626, 24856, 24758, 25036, 25016, 24897, 25119, 25054]","[24809, 24846, 24953, 24850, 24646, 24699, 24989, 24849, 24852, 24768]","[24878, 24906, 24621, 24927, 24945, 24756, 24545, 24865, 24831, 25017]","[24752, 25091, 24561, 24706, 25029, 24765, 24731, 24767, 24545, 24777]","[24743, 24733, 24880, 24739, 24904, 24670, 25039, 24901, 24740, 24626]","[24891, 24776, 24884, 24718, 24863, 24735, 24630, 25005, 24752, 24604]"
4,"[8049, 8076, 8101, 8248, 8197, 8230, 8201, 8099, 8261, 8174]","[8856, 8946, 8748, 9041, 8947, 9110, 8967, 8783, 8926, 9065]","[6877, 6814, 6949, 6852, 7035, 6902, 6921, 6836, 6910, 6988]","[6648, 6528, 6574, 6498, 6628, 6659, 6535, 6580, 6593, 6672]","[6705, 6645, 6570, 6572, 6682, 6522, 6586, 6610, 6618, 6613]","[6565, 6648, 6606, 6562, 6583, 6565, 6639, 6536, 6574, 6670]","[6533, 6435, 6596, 6505, 6532, 6600, 6599, 6620, 6626, 6585]","[6430, 6525, 6516, 6641, 6600, 6516, 6603, 6578, 6439, 6551]","[6608, 6458, 6568, 6565, 6574, 6650, 6446, 6564, 6471, 6626]","[6609, 6614, 6576, 6478, 6523, 6493, 6551, 6530, 6646, 6515]","[6456, 6416, 6484, 6572, 6574, 6535, 6616, 6554, 6540, 6538]","[6516, 6598, 6632, 6507, 6412, 6489, 6659, 6388, 6592, 6503]","[6599, 6449, 6485, 6363, 6408, 6589, 6507, 6526, 6411, 6403]","[6689, 6302, 6461, 6397, 6542, 6406, 6474, 6503, 6496, 6574]","[6547, 6556, 6561, 6533, 6449, 6426, 6602, 6372, 6557, 6452]","[6457, 6330, 6464, 6407, 6320, 6649, 6607, 6426, 6569, 6434]","[6413, 6568, 6426, 6355, 6460, 6609, 6415, 6502, 6537, 6506]","[6515, 6355, 6547, 6545, 6308, 6417, 6351, 6535, 6354, 6378]","[6379, 6480, 6446, 6511, 6400, 6433, 6528, 6580, 6421, 6443]","[6594, 6277, 6382, 6258, 6318, 6402, 6484, 6394, 6388, 6445]","[6390, 6369, 6490, 6405, 6323, 6390, 6447, 6553, 6461, 6418]"
5,"[2113, 2090, 2161, 2100, 2004, 2113, 2168, 2090, 2185, 2045]","[2333, 2299, 2342, 2393, 2297, 2262, 2322, 2279, 2381, 2334]","[1731, 1780, 1794, 1722, 1849, 1746, 1712, 1800, 1712, 1784]","[1689, 1735, 1703, 1659, 1702, 1756, 1759, 1769, 1732, 1660]","[1611, 1709, 1756, 1662, 1711, 1652, 1853, 1719, 1702, 1725]","[1704, 1725, 1664, 1749, 1640, 1728, 1701, 1695, 1692, 1594]","[1689, 1761, 1748, 1721, 1642, 1624, 1712, 1757, 1688, 1698]","[1685, 1778, 1691, 1749, 1730, 1747, 1696, 1725, 1748, 1668]","[1729, 1676, 1733, 1769, 1717, 1664, 1682, 1699, 1717, 1705]","[1714, 1645, 1724, 1658, 1684, 1821, 1684, 1666, 1774, 1737]","[1663, 1694, 1639, 1759, 1628, 1677, 1699, 1650, 1671, 1688]","[1655, 1674, 1708, 1714, 1677, 1704, 1764, 1639, 1666, 1694]","[1706, 1661, 1740, 1664, 1712, 1624, 1726, 1691, 1767, 1714]","[1701, 1691, 1698, 1780, 1709, 1683, 1615, 1707, 1652, 1691]","[1668, 1686, 1702, 1690, 1683, 1687, 1604, 1698, 1709, 1580]","[1724, 1643, 1710, 1713, 1629, 1698, 1658, 1628, 1652, 1685]","[1698, 1698, 1662, 1771, 1738, 1619, 1668, 1780, 1639, 1649]","[1741, 1673, 1660, 1669, 1750, 1727, 1734, 1704, 1626, 1649]","[1649, 1679, 1733, 1679, 1650, 1723, 1701, 1736, 1639, 1722]","[1622, 1655, 1647, 1688, 1691, 1703, 1627, 1690, 1685, 1694]","[1709, 1662, 1651, 1725, 1624, 1761, 1693, 1623, 1603, 1631]"
6,"[525, 546, 598, 576, 603, 522, 545, 530, 520, 572]","[575, 623, 599, 574, 605, 590, 594, 650, 641, 599]","[483, 458, 484, 490, 488, 489, 464, 437, 466, 495]","[461, 463, 457, 443, 423, 430, 456, 429, 464, 461]","[429, 476, 458, 430, 408, 439, 423, 433, 452, 442]","[463, 434, 451, 478, 457, 459, 436, 412, 476, 440]","[435, 430, 443, 462, 455, 429, 446, 471, 437, 408]","[447, 461, 451, 449, 451, 433, 476, 451, 450, 445]","[426, 422, 456, 463, 426, 436, 410, 463, 434, 427]","[438, 491, 452, 468, 462, 438, 447, 445, 453, 477]","[428, 460, 471, 433, 418, 474, 471, 422, 430, 440]","[418, 453, 423, 462, 451, 456, 390, 427, 441, 453]","[459, 449, 455, 459, 424, 460, 461, 455, 425, 418]","[430, 448, 443, 446, 414, 447, 448, 453, 424, 437]","[483, 429, 452, 427, 456, 434, 449, 408, 415, 444]","[435, 430, 441, 447, 425, 444, 429, 419, 432, 406]","[429, 430, 440, 415, 403, 461, 446, 423, 436, 461]","[477, 444, 442, 415, 436, 436, 412, 419, 425, 494]","[437, 486, 446, 443, 448, 432, 459, 430, 433, 425]","[404, 471, 467, 437, 447, 460, 470, 461, 440, 412]","[441, 462, 410, 470, 404, 445, 442, 436, 440, 435]"
7,"[166, 146, 127, 172, 139, 146, 131, 144, 148, 122]","[152, 162, 186, 151, 156, 165, 158, 148, 161, 142]","[139, 129, 113, 109, 126, 113, 122, 130, 119, 128]","[128, 111, 114, 122, 108, 121, 130, 117, 110, 114]","[129, 108, 95, 114, 117, 125, 131, 99, 115, 120]","[126, 136, 100, 102, 108, 126, 105, 120, 106, 102]","[107, 114, 120, 118, 100, 131, 102, 141, 105, 102]","[113, 121, 115, 112, 100, 135, 119, 129, 132, 106]","[113, 100, 125, 98, 104, 104, 122, 108, 129, 115]","[134, 111, 119, 127, 118, 135, 98, 127, 118, 113]","[120, 122, 127, 112, 97, 117, 109, 111, 123, 121]","[126, 117, 107, 127, 120, 132, 120, 120, 102, 101]","[119, 113, 96, 142, 126, 110, 113, 115, 105, 123]","[120, 112, 119, 126, 123, 108, 112, 111, 127, 105]","[111, 103, 127, 97, 127, 133, 121, 96, 93, 108]","[118, 114, 115, 114, 113, 113, 109, 121, 101, 111]","[90, 130, 98, 119, 110, 106, 122, 104, 131, 110]","[102, 112, 119, 139, 103, 106, 115, 118, 109, 118]","[136, 109, 101, 110, 101, 104, 139, 110, 118, 115]","[115, 115, 107, 132, 111, 122, 109, 116, 121, 113]","[123, 106, 106, 128, 124, 101, 107, 124, 121, 128]"
8,"[41, 41, 47, 49, 36, 40, 40, 39, 33, 42]","[40, 29, 37, 35, 48, 53, 38, 33, 38, 33]","[41, 43, 22, 29, 41, 35, 27, 29, 34, 34]","[30, 36, 28, 22, 28, 27, 34, 25, 32, 33]","[28, 39, 31, 35, 29, 28, 21, 35, 31, 29]","[27, 28, 27, 22, 25, 18, 31, 24, 34, 25]","[28, 20, 39, 32, 30, 28, 29, 27, 26, 30]","[29, 36, 36, 30, 22, 30, 30, 33, 36, 33]","[29, 26, 36, 18, 30, 25, 31, 30, 38, 28]","[26, 28, 26, 35, 38, 27, 21, 26, 36, 32]","[41, 26, 30, 29, 28, 34, 15, 28, 30, 27]","[29, 32, 19, 24, 38, 30, 24, 39, 30, 37]","[31, 36, 21, 30, 29, 42, 23, 33, 23, 31]","[33, 22, 24, 26, 37, 42, 33, 33, 25, 25]","[29, 34, 33, 30, 42, 27, 35, 32, 28, 30]","[33, 23, 21, 43, 25, 34, 27, 29, 25, 27]","[28, 28, 26, 29, 37, 33, 31, 24, 28, 26]","[28, 19, 37, 32, 23, 28, 31, 31, 38, 25]","[31, 27, 35, 34, 44, 28, 29, 38, 33, 24]","[27, 29, 30, 28, 27, 33, 36, 35, 25, 35]","[27, 43, 41, 29, 24, 29, 30, 27, 33, 31]"
9,"[7, 11, 12, 11, 14, 9, 3, 11, 12, 8]","[11, 9, 9, 5, 14, 10, 13, 7, 8, 13]","[7, 16, 9, 7, 7, 10, 6, 4, 7, 10]","[3, 7, 8, 8, 7, 10, 11, 9, 6, 11]","[7, 7, 6, 6, 9, 12, 5, 12, 11, 12]","[6, 2, 3, 6, 2, 6, 6, 12, 11, 3]","[7, 8, 7, 7, 7, 9, 12, 9, 10, 6]","[3, 7, 4, 12, 8, 9, 10, 5, 7, 7]","[6, 6, 5, 7, 5, 7, 8, 9, 6, 7]","[10, 6, 10, 9, 9, 7, 11, 6, 12, 8]","[14, 9, 8, 8, 7, 7, 5, 11, 5, 6]","[9, 9, 8, 5, 14, 3, 4, 8, 4, 7]","[6, 8, 5, 9, 14, 6, 5, 3, 7, 8]","[7, 13, 7, 8, 9, 8, 13, 11, 9, 6]","[7, 9, 11, 15, 8, 3, 10, 4, 9, 11]","[9, 12, 7, 10, 9, 10, 7, 5, 11, 10]","[9, 10, 6, 7, 10, 7, 6, 10, 10, 3]","[7, 11, 6, 6, 7, 5, 6, 10, 9, 6]","[5, 4, 5, 11, 5, 10, 9, 4, 16, 8]","[5, 7, 8, 5, 6, 9, 10, 5, 7, 5]","[18, 10, 10, 7, 6, 8, 8, 10, 10, 8]"
10,"[0, 2, 3, 2, 4, 2, 5, 7, 4, 5]","[4, 2, 1, 5, 3, 4, 3, 1, 2, 2]","[5, 2, 1, 1, 2, 0, 2, 3, 2, 0]","[1, 0, 1, 2, 3, 1, 6, 2, 0, 4]","[3, 2, 1, 2, 1, 3, 2, 2, 3, 3]","[1, 1, 2, 1, 3, 1, 3, 1, 2, 2]","[2, 1, 3, 5, 2, 2, 2, 2, 3, 3]","[4, 2, 2, 3, 3, 2, 3, 4, 5, 2]","[2, 3, 1, 1, 1, 0, 1, 3, 1, 2]","[1, 1, 0, 0, 3, 2, 2, 3, 4, 1]","[0, 3, 1, 4, 2, 0, 2, 3, 2, 1]","[1, 2, 2, 0, 0, 1, 2, 5, 4, 2]","[2, 3, 0, 1, 1, 2, 2, 1, 0, 5]","[3, 2, 3, 3, 1, 5, 0, 3, 0, 2]","[4, 1, 0, 3, 2, 3, 1, 1, 1, 3]","[1, 4, 1, 1, 3, 0, 0, 2, 1, 1]","[0, 4, 0, 2, 1, 2, 2, 3, 0, 4]","[1, 1, 4, 5, 5, 2, 5, 0, 2, 1]","[3, 2, 1, 4, 4, 4, 1, 1, 2, 1]","[1, 4, 0, 1, 3, 1, 1, 4, 1, 1]","[4, 0, 2, 3, 2, 1, 1, 2, 5, 0]"
11,"[0, 1, 0, 0, 1, 1, 0, 0, 1, 0]","[1, 1, 0, 1, 0, 1, 0, 1, 0, 0]","[1, 0, 0, 0, 1, 0, 0, 0, 1, 0]","[2, 0, 1, 0, 1, 0, 1, 1, 0, 0]","[2, 1, 1, 0, 0, 1, 0, 0, 0, 0]","[1, 2, 1, 1, 1, 3, 1, 0, 1, 1]","[1, 0, 0, 1, 1, 0, 0, 0, 0, 1]","[0, 1, 0, 1, 1, 0, 0, 0, 1, 1]","[1, 0, 0, 0, 1, 0, 0, 0, 1, 0]","[0, 1, 1, 0, 2, 2, 0, 0, 0, 0]","[0, 2, 0, 0, 1, 1, 1, 0, 0, 2]","[1, 0, 1, 0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 1, 1, 1, 1, 0, 0, 0]","[0, 2, 0, 0, 0, 0, 1, 1, 0, 1]","[0, 0, 1, 0, 0, 0, 2, 0, 1, 0]","[0, 0, 1, 1, 1, 0, 1, 0, 0, 2]","[0, 0, 0, 2, 0, 0, 2, 2, 1, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 1, 0, 0, 2, 0, 1, 0]","[2, 0, 1, 0, 1, 1, 0, 0, 2, 0]","[1, 2, 1, 0, 0, 2, 0, 2, 1, 1]"
12,"[1, 0, 1, 1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 2, 0, 0, 0, 1, 0]","[0, 0, 0, 1, 0, 0, 0, 2, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 1, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 2, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
