size,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
3,"[28180, 28168, 27993, 28183, 27860, 28061, 27913, 28111, 28439, 28105]","[30867, 31357, 31119, 31102, 30966, 30870, 30947, 30878, 31197, 30834]","[23838, 23774, 23888, 23831, 23936, 23991, 23564, 23580, 23595, 23851]","[22913, 22725, 22742, 22760, 22518, 22986, 22773, 22833, 22807, 22798]","[22829, 22826, 22693, 22921, 22618, 22715, 22521, 22856, 22892, 22851]","[22898, 22703, 22799, 22636, 22917, 22842, 23002, 22575, 22897, 22890]","[22754, 22837, 22836, 22859, 22824, 22697, 22823, 22820, 22704, 22929]","[22631, 22751, 22608, 22667, 22598, 22945, 22908, 22551, 22603, 22744]","[22613, 22724, 22279, 22982, 22638, 22943, 22756, 22715, 22799, 22656]","[22745, 22618, 22508, 22823, 22708, 22527, 22648, 22535, 22852, 22924]","[22464, 22631, 22549, 22439, 22425, 22873, 22569, 22661, 22854, 22565]","[22639, 22703, 22436, 22583, 22657, 22540, 22667, 22890, 22470, 22811]","[22718, 22639, 22801, 22621, 22483, 22403, 22687, 22235, 22654, 22562]","[22486, 22804, 22294, 22588, 22650, 22500, 22642, 22497, 22249, 22485]","[22362, 22591, 22594, 22678, 22803, 22570, 22519, 22775, 22469, 22598]","[22590, 22422, 22380, 22485, 22422, 22633, 22637, 22583, 22830, 22650]","[22573, 22445, 22591, 22595, 22293, 22461, 22623, 22508, 22487, 22443]","[22492, 22586, 22274, 22551, 22621, 22337, 22240, 22613, 22507, 22683]","[22388, 22753, 22327, 22443, 22666, 22394, 22538, 22533, 22289, 22515]","[22455, 22455, 22538, 22449, 22467, 22372, 22694, 22543, 22418, 22262]","[22575, 22420, 22604, 22395, 22563, 22354, 22375, 22673, 22399, 22304]"
4,"[7193, 7320, 7309, 7448, 7388, 7460, 7383, 7308, 7404, 7403]","[7986, 8054, 7906, 8168, 8080, 8214, 8090, 7957, 8062, 8167]","[6167, 6144, 6309, 6186, 6332, 6251, 6271, 6152, 6219, 6314]","[5978, 5901, 5945, 5910, 5953, 5967, 5892, 5940, 5930, 5998]","[6059, 6011, 5930, 5896, 5999, 5896, 5928, 5921, 5982, 5965]","[5934, 5975, 6002, 5910, 6000, 5919, 5941, 5893, 5943, 6049]","[5912, 5774, 5943, 5860, 5913, 5973, 5937, 5947, 5968, 5912]","[5758, 5866, 5893, 6008, 5957, 5886, 5941, 5929, 5851, 5924]","[5958, 5848, 5952, 5937, 5949, 6001, 5814, 5924, 5863, 6014]","[5983, 5960, 5907, 5818, 5917, 5802, 5913, 5896, 5991, 5891]","[5824, 5802, 5881, 5931, 5901, 5924, 5944, 5885, 5932, 5920]","[5884, 5990, 5977, 5901, 5784, 5852, 6016, 5775, 5960, 5923]","[5959, 5847, 5845, 5757, 5795, 5936, 5905, 5952, 5794, 5822]","[6056, 5701, 5838, 5726, 5918, 5787, 5863, 5891, 5885, 5970]","[5936, 5928, 5994, 5887, 5855, 5828, 6000, 5812, 5961, 5804]","[5846, 5744, 5858, 5806, 5657, 6018, 5999, 5805, 5929, 5813]","[5786, 5961, 5823, 5785, 5811, 5980, 5799, 5919, 5919, 5907]","[5920, 5766, 5961, 5919, 5726, 5849, 5746, 5893, 5743, 5767]","[5784, 5873, 5898, 5932, 5824, 5896, 5925, 5986, 5828, 5884]","[5997, 5732, 5769, 5707, 5734, 5821, 5898, 5821, 5799, 5834]","[5802, 5781, 5877, 5864, 5745, 5785, 5856, 5959, 5878, 5808]"
5,"[1912, 1871, 1918, 1917, 1796, 1915, 1953, 1890, 1977, 1843]","[2093, 2058, 2121, 2137, 2033, 2045, 2093, 2061, 2134, 2113]","[1554, 1594, 1603, 1557, 1668, 1563, 1561, 1627, 1518, 1626]","[1526, 1578, 1532, 1492, 1539, 1586, 1562, 1571, 1543, 1494]","[1447, 1523, 1601, 1490, 1552, 1510, 1674, 1532, 1536, 1575]","[1563, 1567, 1490, 1585, 1476, 1571, 1545, 1537, 1536, 1437]","[1535, 1584, 1573, 1558, 1472, 1468, 1550, 1602, 1497, 1520]","[1497, 1593, 1527, 1586, 1587, 1571, 1522, 1551, 1595, 1519]","[1571, 1522, 1585, 1608, 1549, 1497, 1500, 1527, 1534, 1545]","[1539, 1499, 1573, 1490, 1500, 1639, 1487, 1503, 1599, 1598]","[1480, 1542, 1474, 1598, 1471, 1532, 1536, 1489, 1531, 1533]","[1512, 1527, 1543, 1564, 1527, 1549, 1596, 1475, 1509, 1540]","[1540, 1503, 1580, 1512, 1543, 1461, 1588, 1563, 1613, 1565]","[1523, 1544, 1535, 1603, 1539, 1522, 1467, 1557, 1505, 1518]","[1501, 1520, 1539, 1541, 1525, 1537, 1469, 1550, 1548, 1431]","[1576, 1526, 1519, 1527, 1468, 1557, 1479, 1484, 1461, 1532]","[1555, 1553, 1529, 1606, 1573, 1481, 1518, 1622, 1483, 1517]","[1585, 1521, 1506, 1499, 1592, 1561, 1556, 1545, 1472, 1496]","[1489, 1534, 1563, 1531, 1495, 1572, 1549, 1579, 1475, 1559]","[1456, 1520, 1509, 1517, 1563, 1536, 1482, 1536, 1560, 1534]","[1552, 1494, 1499, 1563, 1471, 1603, 1550, 1480, 1445, 1477]"
6,"[484, 500, 541, 510, 544, 475, 496, 480, 471, 520]","[507, 573, 549, 522, 538, 532, 536, 580, 575, 532]","[437, 423, 438, 441, 443, 454, 418, 393, 420, 433]","[409, 418, 420, 396, 387, 380, 407, 395, 414, 402]","[383, 438, 417, 392, 366, 394, 391, 388, 406, 403]","[425, 397, 396, 434, 424, 408, 399, 371, 426, 408]","[401, 394, 406, 415, 414, 389, 399, 426, 394, 363]","[406, 420, 410, 411, 403, 395, 426, 407, 406, 386]","[400, 387, 409, 424, 381, 398, 374, 430, 396, 399]","[395, 438, 405, 421, 421, 399, 411, 407, 406, 427]","[381, 424, 417, 394, 386, 424, 426, 390, 386, 409]","[386, 418, 390, 420, 416, 412, 350, 384, 405, 410]","[416, 407, 419, 421, 383, 417, 413, 412, 385, 383]","[397, 408, 406, 401, 374, 412, 410, 406, 379, 387]","[448, 389, 407, 390, 409, 383, 407, 371, 380, 404]","[403, 392, 401, 409, 381, 408, 385, 380, 398, 367]","[383, 394, 398, 383, 363, 422, 400, 385, 403, 427]","[442, 406, 389, 378, 409, 397, 378, 372, 391, 453]","[403, 434, 399, 404, 397, 385, 422, 396, 392, 395]","[372, 436, 424, 388, 400, 417, 435, 421, 400, 364]","[401, 419, 371, 427, 369, 397, 404, 404, 408, 403]"
7,"[150, 129, 114, 157, 127, 139, 117, 134, 134, 113]","[133, 149, 175, 132, 142, 154, 144, 133, 148, 125]","[126, 114, 106, 103, 118, 105, 112, 117, 114, 116]","[120, 105, 102, 100, 100, 111, 121, 102, 100, 98]","[114, 101, 84, 104, 110, 106, 112, 85, 104, 109]","[112, 121, 94, 89, 100, 110, 96, 106, 97, 96]","[101, 103, 106, 109, 94, 126, 95, 127, 88, 93]","[108, 112, 105, 99, 92, 120, 111, 117, 120, 93]","[103, 93, 117, 85, 93, 91, 110, 94, 122, 105]","[112, 100, 114, 114, 110, 122, 86, 110, 104, 101]","[108, 111, 114, 98, 84, 105, 99, 98, 108, 113]","[116, 112, 102, 114, 107, 118, 111, 111, 93, 94]","[108, 99, 87, 130, 120, 96, 100, 106, 99, 116]","[110, 99, 114, 112, 117, 99, 103, 105, 119, 94]","[98, 90, 112, 90, 109, 121, 107, 87, 84, 94]","[107, 102, 105, 104, 99, 101, 102, 112, 93, 104]","[79, 118, 88, 109, 103, 102, 115, 94, 120, 101]","[92, 100, 105, 129, 94, 98, 98, 103, 101, 108]","[125, 98, 90, 103, 90, 99, 129, 96, 101, 107]","[111, 107, 98, 119, 100, 108, 98, 107, 116, 97]","[115, 95, 97, 115, 112, 94, 95, 112, 111, 118]"
8,"[35, 40, 41, 44, 34, 37, 37, 35, 32, 41]","[37, 25, 35, 31, 43, 47, 33, 29, 36, 32]","[36, 40, 20, 26, 37, 31, 26, 26, 33, 29]","[26, 34, 25, 22, 26, 26, 31, 22, 29, 31]","[24, 36, 29, 30, 28, 26, 18, 33, 27, 28]","[26, 24, 23, 21, 22, 17, 27, 22, 32, 21]","[26, 20, 34, 28, 26, 23, 25, 26, 23, 26]","[26, 31, 34, 27, 20, 28, 25, 31, 34, 28]","[23, 25, 34, 16, 27, 22, 25, 29, 35, 26]","[24, 21, 21, 33, 36, 24, 19, 25, 31, 31]","[32, 26, 28, 29, 26, 31, 15, 27, 27, 24]","[26, 29, 14, 21, 37, 28, 21, 32, 26, 34]","[30, 33, 18, 27, 24, 34, 22, 31, 21, 29]","[29, 19, 22, 24, 32, 38, 30, 27, 24, 24]","[29, 32, 32, 27, 34, 24, 31, 29, 25, 28]","[30, 23, 20, 39, 24, 30, 23, 25, 24, 23]","[25, 26, 25, 25, 37, 31, 28, 24, 25, 25]","[24, 17, 34, 31, 23, 24, 28, 31, 32, 20]","[28, 24, 33, 33, 38, 25, 26, 31, 29, 21]","[27, 26, 28, 25, 25, 31, 33, 33, 22, 30]","[25, 41, 38, 26, 23, 27, 28, 25, 27, 27]"
9,"[7, 11, 12, 11, 13, 7, 3, 10, 12, 7]","[10, 8, 8, 4, 13, 8, 12, 6, 7, 12]","[7, 12, 8, 6, 7, 9, 6, 4, 6, 8]","[2, 5, 6, 7, 7, 9, 8, 7, 6, 10]","[7, 7, 5, 6, 8, 11, 4, 12, 10, 10]","[5, 2, 3, 6, 2, 5, 5, 10, 10, 2]","[7, 7, 6, 6, 7, 8, 11, 9, 9, 6]","[3, 6, 4, 11, 7, 7, 9, 5, 7, 6]","[6, 6, 5, 7, 5, 5, 7, 8, 5, 7]","[10, 6, 10, 9, 6, 7, 11, 6, 12, 7]","[14, 8, 8, 8, 7, 6, 5, 11, 5, 6]","[8, 9, 6, 5, 12, 2, 4, 6, 3, 7]","[6, 7, 4, 8, 12, 6, 5, 2, 7, 7]","[7, 13, 7, 8, 9, 7, 12, 9, 9, 6]","[7, 9, 8, 14, 7, 3, 9, 4, 8, 10]","[8, 10, 7, 9, 9, 10, 7, 5, 9, 8]","[8, 10, 6, 5, 10, 6, 5, 9, 9, 2]","[7, 11, 5, 5, 6, 5, 5, 8, 7, 6]","[5, 4, 5, 8, 5, 9, 8, 4, 14, 8]","[2, 7, 7, 5, 6, 8, 9, 5, 7, 4]","[15, 9, 10, 6, 5, 6, 6, 9, 9, 7]"
10,"[0, 2, 3, 2, 4, 2, 5, 5, 4, 5]","[4, 2, 1, 4, 2, 4, 3, 1, 2, 2]","[4, 2, 1, 1, 2, 0, 2, 3, 2, 0]","[1, 0, 0, 1, 3, 1, 5, 2, 0, 2]","[1, 2, 1, 2, 1, 3, 2, 2, 3, 3]","[0, 1, 2, 1, 3, 1, 2, 1, 2, 2]","[2, 1, 3, 5, 2, 2, 2, 2, 1, 3]","[4, 2, 2, 3, 3, 2, 3, 4, 4, 2]","[2, 3, 1, 1, 1, 0, 1, 3, 1, 1]","[1, 1, 0, 0, 3, 2, 2, 2, 4, 1]","[0, 3, 1, 4, 2, 0, 2, 2, 2, 1]","[1, 1, 2, 0, 0, 1, 2, 5, 4, 2]","[2, 2, 0, 1, 1, 2, 1, 0, 0, 4]","[3, 2, 3, 3, 0, 5, 0, 2, 0, 2]","[2, 1, 0, 3, 1, 3, 1, 1, 1, 3]","[1, 4, 1, 1, 3, 0, 0, 2, 1, 0]","[0, 4, 0, 2, 1, 2, 2, 3, 0, 3]","[1, 1, 4, 4, 5, 1, 5, 0, 2, 1]","[3, 2, 1, 4, 4, 3, 1, 1, 2, 0]","[1, 2, 0, 1, 3, 1, 1, 3, 1, 1]","[4, 0, 2, 3, 2, 1, 1, 2, 4, 0]"
11,"[0, 1, 0, 0, 1, 1, 0, 0, 0, 0]","[0, 1, 0, 1, 0, 0, 0, 1, 0, 0]","[1, 0, 0, 0, 1, 0, 0, 0, 1, 0]","[2, 0, 1, 0, 1, 0, 1, 1, 0, 0]","[1, 1, 1, 0, 0, 1, 0, 0, 0, 0]","[1, 2, 1, 1, 1, 2, 1, 0, 1, 1]","[1, 0, 0, 1, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 1, 1, 0, 0, 0, 1, 1]","[1, 0, 0, 0, 1, 0, 0, 0, 1, 0]","[0, 1, 1, 0, 2, 2, 0, 0, 0, 0]","[0, 2, 0, 0, 1, 1, 1, 0, 0, 2]","[1, 0, 1, 0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 1, 1, 1, 1, 0, 0, 0]","[0, 2, 0, 0, 0, 0, 1, 1, 0, 1]","[0, 0, 1, 0, 0, 0, 1, 0, 1, 0]","[0, 0, 1, 1, 1, 0, 1, 0, 0, 2]","[0, 0, 0, 2, 0, 0, 2, 1, 1, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 1, 0, 0, 2, 0, 1, 0]","[1, 0, 1, 0, 0, 1, 0, 0, 2, 0]","[1, 2, 1, 0, 0, 1, 0, 2, 1, 1]"
12,"[1, 0, 1, 1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 2, 0, 0, 0, 1, 0]","[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 2, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
