size,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
3,"[4693, 4632, 4686, 4656, 4659, 4549, 4688, 4786, 4697, 4660]","[5473, 5431, 5304, 5324, 5339, 5315, 5274, 5324, 5440, 5167]","[4272, 4292, 4182, 4272, 4246, 4341, 4198, 4266, 4165, 4136]","[4135, 4051, 4084, 4009, 4119, 4113, 4109, 3998, 3997, 4173]","[3914, 3793, 3960, 3977, 3982, 3932, 3960, 4042, 3968, 4038]","[3863, 3973, 4017, 3947, 3956, 4007, 3968, 3879, 3917, 3859]","[3871, 3898, 3908, 3878, 3990, 3921, 3921, 3902, 3915, 3860]","[3892, 3905, 3883, 3819, 3828, 3915, 3829, 3818, 3801, 3914]","[3923, 3982, 3815, 3809, 3927, 3888, 3873, 3914, 3837, 3859]","[3807, 3836, 3867, 3833, 3878, 3854, 3843, 3830, 3855, 3825]","[3729, 3822, 3816, 3757, 3788, 3886, 3825, 3732, 3774, 3800]","[3779, 3755, 3742, 3759, 3829, 3729, 3695, 3753, 3739, 3620]","[3639, 3734, 3661, 3783, 3748, 3775, 3736, 3753, 3750, 3754]","[3653, 3687, 3733, 3685, 3732, 3793, 3747, 3759, 3814, 3696]","[3674, 3737, 3770, 3816, 3688, 3670, 3729, 3690, 3710, 3725]","[3695, 3737, 3744, 3676, 3694, 3737, 3727, 3624, 3707, 3690]","[3696, 3668, 3656, 3705, 3607, 3746, 3614, 3627, 3644, 3681]","[3684, 3597, 3574, 3663, 3614, 3567, 3546, 3539, 3616, 3682]","[3707, 3613, 3710, 3590, 3607, 3592, 3633, 3612, 3636, 3602]","[3738, 3555, 3593, 3658, 3607, 3582, 3566, 3626, 3557, 3557]","[3605, 3613, 3584, 3656, 3548, 3603, 3561, 3581, 3639, 3669]"
4,"[1421, 1407, 1380, 1376, 1394, 1433, 1369, 1422, 1366, 1450]","[1557, 1598, 1569, 1615, 1619, 1575, 1618, 1625, 1555, 1596]","[1248, 1265, 1236, 1208, 1313, 1252, 1228, 1245, 1261, 1203]","[1217, 1290, 1150, 1237, 1271, 1201, 1225, 1203, 1232, 1281]","[1227, 1142, 1171, 1262, 1198, 1173, 1179, 1138, 1126, 1179]","[1175, 1156, 1169, 1188, 1157, 1187, 1170, 1140, 1148, 1178]","[1174, 1212, 1149, 1188, 1083, 1200, 1162, 1194, 1105, 1134]","[1154, 1158, 1122, 1142, 1119, 1132, 1131, 1223, 1143, 1174]","[1216, 1173, 1130, 1110, 1152, 1157, 1098, 1177, 1182, 1169]","[1144, 1149, 1114, 1080, 1093, 1134, 1129, 1124, 1136, 1161]","[1118, 1098, 1121, 1147, 1127, 1185, 1101, 1145, 1127, 1125]","[1080, 1140, 1149, 1203, 1109, 1105, 1154, 1093, 1168, 1168]","[1031, 1120, 1178, 1170, 1103, 1105, 1146, 1153, 1083, 1180]","[1105, 1087, 1137, 1053, 1071, 1111, 1156, 1137, 1095, 1156]","[1044, 1089, 1076, 1175, 1110, 1089, 1112, 1098, 1077, 1125]","[1055, 1017, 1093, 1138, 1074, 1099, 1096, 1037, 1118, 1068]","[1111, 1038, 1123, 1109, 1141, 1128, 1093, 1074, 1121, 1098]","[1098, 1081, 1133, 1066, 1116, 1047, 1050, 1059, 1061, 1096]","[1054, 1117, 1110, 1075, 1105, 1079, 1098, 1048, 1064, 1044]","[1045, 1066, 1048, 1056, 1042, 1055, 1096, 1058, 986, 1043]","[1034, 1081, 1019, 1077, 1094, 1068, 1107, 1054, 1021, 1037]"
5,"[394, 400, 408, 409, 427, 454, 427, 386, 391, 409]","[476, 468, 469, 454, 489, 480, 463, 457, 487, 411]","[379, 391, 358, 371, 389, 356, 366, 352, 366, 353]","[361, 346, 363, 345, 377, 375, 362, 369, 354, 340]","[334, 347, 392, 353, 339, 382, 356, 328, 374, 356]","[345, 363, 336, 334, 347, 358, 335, 344, 348, 346]","[373, 323, 332, 319, 347, 330, 300, 315, 351, 379]","[357, 333, 342, 343, 354, 328, 353, 344, 327, 353]","[340, 333, 352, 352, 348, 346, 332, 359, 340, 351]","[352, 380, 348, 355, 345, 373, 363, 334, 324, 324]","[317, 335, 318, 324, 352, 302, 334, 325, 309, 381]","[340, 327, 362, 324, 348, 349, 346, 353, 316, 348]","[330, 310, 330, 324, 341, 325, 355, 345, 314, 321]","[339, 335, 320, 313, 332, 358, 349, 328, 350, 340]","[285, 328, 319, 312, 304, 339, 353, 301, 328, 302]","[328, 326, 328, 321, 349, 319, 307, 344, 323, 315]","[337, 294, 319, 318, 328, 326, 324, 334, 313, 307]","[334, 334, 304, 328, 316, 327, 339, 310, 291, 324]","[344, 294, 304, 306, 324, 312, 306, 307, 314, 296]","[337, 284, 307, 300, 292, 296, 323, 324, 312, 309]","[328, 316, 307, 326, 322, 326, 311, 276, 330, 350]"
6,"[133, 107, 111, 129, 146, 117, 132, 132, 123, 128]","[154, 133, 159, 139, 137, 142, 160, 148, 163, 146]","[108, 101, 112, 109, 102, 122, 111, 103, 102, 103]","[100, 98, 107, 103, 121, 96, 107, 104, 112, 112]","[98, 102, 110, 90, 91, 96, 106, 100, 113, 99]","[103, 103, 109, 112, 117, 93, 117, 113, 91, 99]","[112, 101, 106, 94, 107, 96, 94, 100, 74, 106]","[107, 116, 76, 127, 102, 116, 99, 85, 110, 118]","[103, 106, 88, 98, 111, 111, 112, 105, 86, 107]","[90, 95, 114, 83, 100, 131, 109, 109, 91, 110]","[113, 101, 83, 125, 115, 74, 98, 98, 107, 94]","[98, 99, 103, 85, 89, 77, 87, 100, 88, 88]","[107, 95, 95, 95, 99, 93, 108, 100, 87, 108]","[93, 110, 93, 89, 102, 97, 99, 90, 90, 80]","[99, 94, 113, 100, 108, 83, 102, 96, 112, 101]","[108, 84, 101, 90, 102, 92, 97, 94, 90, 84]","[79, 97, 117, 88, 102, 83, 94, 103, 96, 86]","[94, 79, 104, 101, 91, 93, 91, 86, 93, 98]","[93, 108, 83, 107, 85, 89, 90, 86, 77, 92]","[97, 106, 93, 87, 82, 104, 105, 61, 89, 89]","[96, 97, 107, 101, 105, 83, 91, 86, 96, 94]"
7,"[39, 41, 38, 41, 33, 27, 33, 36, 36, 36]","[33, 40, 31, 52, 39, 43, 40, 43, 47, 58]","[29, 27, 29, 32, 21, 35, 25, 33, 26, 27]","[37, 31, 33, 24, 33, 22, 35, 33, 36, 29]","[37, 35, 28, 32, 32, 30, 30, 34, 28, 35]","[24, 27, 23, 21, 17, 28, 23, 29, 28, 22]","[29, 27, 28, 30, 31, 27, 25, 35, 27, 34]","[28, 24, 33, 35, 24, 34, 20, 33, 30, 33]","[28, 34, 25, 31, 28, 31, 37, 30, 25, 32]","[21, 29, 24, 22, 29, 31, 28, 34, 38, 38]","[23, 35, 35, 32, 21, 23, 34, 37, 24, 26]","[34, 29, 29, 30, 30, 37, 29, 30, 20, 25]","[41, 28, 36, 25, 26, 30, 22, 33, 31, 32]","[33, 28, 26, 34, 36, 24, 21, 23, 24, 30]","[22, 22, 21, 28, 40, 32, 23, 30, 25, 30]","[24, 28, 20, 30, 36, 26, 38, 24, 28, 35]","[26, 25, 22, 24, 33, 34, 23, 19, 30, 40]","[30, 26, 28, 25, 30, 24, 26, 24, 23, 27]","[30, 22, 24, 33, 31, 28, 29, 39, 26, 28]","[38, 24, 30, 32, 26, 23, 28, 27, 26, 28]","[32, 21, 30, 24, 16, 30, 24, 39, 33, 30]"
8,"[8, 10, 10, 9, 16, 3, 6, 15, 13, 10]","[18, 9, 11, 9, 14, 19, 10, 13, 13, 12]","[4, 5, 11, 10, 11, 10, 3, 8, 9, 7]","[11, 4, 5, 11, 8, 21, 8, 4, 14, 12]","[7, 9, 12, 10, 6, 4, 11, 6, 6, 9]","[8, 20, 18, 10, 8, 3, 10, 11, 10, 8]","[9, 8, 14, 9, 5, 2, 10, 14, 2, 10]","[7, 3, 9, 16, 11, 10, 10, 6, 6, 16]","[4, 9, 8, 10, 5, 16, 12, 2, 8, 5]","[6, 6, 7, 6, 8, 9, 11, 7, 12, 5]","[6, 13, 8, 7, 13, 11, 9, 9, 10, 4]","[8, 7, 7, 11, 11, 10, 8, 6, 4, 5]","[14, 9, 7, 6, 13, 7, 5, 10, 6, 6]","[11, 7, 9, 7, 5, 12, 6, 7, 11, 11]","[9, 4, 2, 9, 5, 5, 8, 6, 5, 14]","[6, 6, 5, 9, 13, 9, 5, 10, 6, 14]","[9, 11, 8, 8, 13, 10, 10, 7, 12, 9]","[6, 7, 7, 3, 10, 4, 16, 5, 6, 11]","[7, 12, 7, 8, 9, 8, 11, 6, 10, 10]","[5, 7, 6, 3, 14, 6, 12, 6, 9, 6]","[7, 6, 7, 12, 10, 4, 9, 13, 4, 11]"
9,"[0, 2, 2, 0, 3, 2, 4, 2, 1, 4]","[5, 3, 4, 5, 3, 3, 1, 2, 3, 4]","[5, 4, 3, 2, 1, 3, 3, 1, 3, 1]","[3, 4, 3, 3, 3, 1, 0, 1, 2, 1]","[5, 3, 2, 3, 2, 3, 4, 2, 1, 5]","[5, 2, 3, 5, 3, 4, 2, 3, 2, 2]","[1, 5, 3, 2, 3, 3, 5, 0, 2, 3]","[4, 3, 6, 6, 1, 1, 2, 5, 0, 8]","[1, 1, 0, 1, 1, 1, 1, 1, 5, 1]","[3, 1, 5, 1, 3, 2, 3, 4, 4, 3]","[7, 3, 1, 3, 3, 1, 3, 2, 3, 3]","[2, 5, 4, 2, 5, 2, 4, 5, 2, 1]","[3, 4, 2, 5, 4, 4, 3, 1, 0, 2]","[2, 0, 2, 1, 3, 2, 1, 4, 1, 2]","[4, 2, 2, 2, 4, 1, 5, 1, 1, 2]","[4, 2, 1, 5, 3, 1, 2, 2, 2, 0]","[1, 4, 2, 1, 2, 3, 1, 1, 2, 1]","[1, 1, 2, 2, 6, 5, 2, 2, 5, 1]","[3, 1, 5, 4, 7, 2, 1, 3, 3, 3]","[2, 1, 3, 2, 6, 1, 4, 0, 3, 3]","[0, 3, 0, 1, 2, 4, 0, 4, 1, 1]"
10,"[0, 1, 0, 0, 0, 0, 2, 1, 1, 2]","[2, 1, 1, 2, 0, 1, 0, 0, 1, 0]","[0, 0, 0, 0, 3, 2, 0, 0, 3, 3]","[1, 0, 1, 0, 2, 1, 1, 1, 1, 1]","[0, 0, 1, 1, 1, 0, 0, 1, 0, 3]","[0, 1, 0, 2, 2, 0, 2, 0, 0, 0]","[1, 1, 0, 0, 0, 0, 1, 0, 1, 2]","[1, 1, 1, 1, 0, 1, 0, 0, 0, 1]","[1, 0, 1, 0, 0, 1, 1, 1, 0, 0]","[1, 0, 0, 1, 2, 3, 0, 0, 0, 1]","[0, 1, 0, 1, 0, 1, 1, 0, 0, 2]","[2, 0, 1, 0, 1, 0, 0, 3, 0, 0]","[0, 0, 0, 1, 0, 0, 1, 1, 1, 0]","[3, 0, 1, 0, 1, 0, 1, 0, 0, 1]","[0, 2, 1, 1, 1, 0, 1, 1, 0, 0]","[0, 2, 0, 0, 0, 0, 3, 1, 0, 0]","[0, 1, 0, 1, 0, 1, 1, 1, 0, 0]","[0, 1, 1, 0, 1, 0, 1, 1, 0, 2]","[1, 0, 3, 1, 0, 1, 2, 2, 1, 0]","[0, 0, 0, 1, 1, 0, 0, 1, 0, 1]","[0, 2, 1, 1, 0, 1, 0, 2, 0, 2]"
11,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 1]","[3, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 1, 0, 0, 1, 0]","[0, 0, 0, 0, 1, 0, 1, 0, 1, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 1]","[2, 0, 1, 1, 2, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 1, 1, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 1, 0, 0, 0]","[0, 1, 1, 2, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 1, 0, 0, 0, 1, 0]","[0, 0, 1, 0, 0, 0, 0, 1, 1, 0]","[1, 0, 0, 0, 1, 1, 0, 1, 0, 0]"
12,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 1]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 1, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
