size,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
3,"[6499, 6463, 6575, 6410, 6497, 6530, 6536, 6525, 6628, 6421]","[6207, 6251, 6141, 6072, 6174, 6207, 6103, 6110, 6221, 6278]","[4270, 4501, 4368, 4430, 4354, 4523, 4468, 4515, 4482, 4466]","[4526, 4494, 4425, 4535, 4557, 4554, 4486, 4721, 4486, 4555]","[4558, 4427, 4488, 4460, 4453, 4433, 4593, 4454, 4449, 4481]","[4416, 4442, 4499, 4539, 4478, 4418, 4646, 4443, 4496, 4583]","[4503, 4445, 4419, 4357, 4459, 4370, 4387, 4353, 4440, 4471]","[4532, 4422, 4452, 4463, 4458, 4513, 4343, 4360, 4464, 4394]","[4389, 4443, 4343, 4488, 4409, 4358, 4307, 4354, 4357, 4540]","[4343, 4414, 4435, 4428, 4353, 4297, 4379, 4293, 4395, 4322]","[4319, 4203, 4333, 4285, 4349, 4404, 4270, 4191, 4308, 4369]","[4406, 4327, 4358, 4313, 4310, 4327, 4267, 4192, 4388, 4406]","[4371, 4211, 4272, 4441, 4316, 4314, 4360, 4138, 4212, 4367]","[4243, 4140, 4259, 4273, 4290, 4274, 4250, 4255, 4242, 4348]","[4171, 4283, 4146, 4370, 4232, 4312, 4249, 4280, 4382, 4213]","[4137, 4221, 4291, 4112, 4116, 4167, 4289, 4261, 4209, 4114]","[4245, 4367, 4200, 4196, 4285, 4239, 4253, 4250, 4211, 4091]","[4208, 4012, 4260, 4122, 4235, 4199, 4132, 4208, 4354, 4162]","[4141, 4085, 4103, 4083, 4158, 4168, 4120, 4161, 4075, 4214]","[4183, 4132, 4179, 4061, 4106, 4093, 4182, 4149, 4234, 4125]","[4056, 4074, 4080, 4108, 4076, 3995, 4099, 4065, 4100, 4149]"
4,"[1755, 1776, 1789, 1751, 1699, 1737, 1740, 1796, 1773, 1733]","[1633, 1581, 1716, 1716, 1599, 1684, 1665, 1655, 1633, 1646]","[1193, 1257, 1130, 1188, 1122, 1175, 1122, 1081, 1223, 1217]","[1222, 1232, 1223, 1196, 1194, 1213, 1218, 1218, 1211, 1187]","[1133, 1213, 1207, 1127, 1150, 1225, 1192, 1207, 1196, 1230]","[1250, 1255, 1199, 1219, 1134, 1224, 1231, 1147, 1183, 1179]","[1197, 1232, 1180, 1188, 1199, 1171, 1153, 1208, 1190, 1193]","[1187, 1253, 1198, 1249, 1190, 1202, 1215, 1121, 1097, 1153]","[1191, 1225, 1164, 1195, 1143, 1168, 1195, 1183, 1183, 1156]","[1173, 1232, 1205, 1189, 1210, 1201, 1148, 1144, 1204, 1151]","[1143, 1160, 1166, 1084, 1168, 1145, 1164, 1200, 1195, 1115]","[1168, 1195, 1187, 1183, 1241, 1190, 1124, 1149, 1164, 1149]","[1186, 1111, 1126, 1187, 1129, 1158, 1184, 1119, 1125, 1127]","[1126, 1129, 1125, 1125, 1159, 1183, 1210, 1172, 1159, 1155]","[1178, 1156, 1171, 1128, 1122, 1100, 1163, 1128, 1115, 1135]","[1112, 1123, 1094, 1164, 1122, 1193, 1089, 1170, 1117, 1202]","[1102, 1135, 1081, 1171, 1115, 1132, 1119, 1063, 1126, 1132]","[1111, 1159, 1164, 1076, 1125, 1163, 1077, 1091, 1098, 1143]","[1110, 1114, 1122, 1107, 1073, 1105, 1129, 1167, 1139, 1140]","[1101, 1106, 1076, 1069, 1114, 1117, 1128, 1079, 1163, 1226]","[1139, 1106, 1100, 1139, 1149, 1142, 1110, 1171, 1087, 1127]"
5,"[457, 441, 480, 478, 476, 497, 438, 472, 468, 460]","[443, 458, 431, 452, 424, 450, 444, 421, 418, 412]","[334, 333, 323, 349, 339, 315, 331, 289, 306, 324]","[335, 323, 351, 278, 330, 272, 288, 325, 362, 313]","[349, 277, 348, 310, 324, 313, 347, 321, 316, 332]","[311, 316, 308, 331, 349, 322, 369, 310, 349, 321]","[330, 305, 316, 328, 320, 287, 310, 298, 297, 322]","[334, 307, 283, 307, 323, 320, 321, 309, 326, 332]","[320, 330, 306, 324, 315, 303, 325, 324, 318, 344]","[291, 324, 351, 305, 319, 345, 312, 321, 320, 326]","[316, 320, 270, 316, 329, 290, 292, 310, 321, 308]","[297, 331, 286, 339, 328, 335, 331, 354, 302, 298]","[327, 321, 302, 307, 301, 306, 296, 292, 292, 303]","[320, 310, 319, 296, 299, 306, 315, 316, 326, 282]","[294, 287, 324, 287, 315, 322, 309, 301, 293, 297]","[318, 308, 317, 345, 331, 288, 312, 326, 329, 297]","[305, 330, 289, 289, 284, 302, 303, 294, 291, 295]","[312, 290, 293, 322, 314, 319, 288, 284, 281, 286]","[297, 326, 258, 305, 310, 288, 324, 322, 322, 307]","[252, 330, 293, 271, 314, 302, 295, 298, 298, 310]","[301, 296, 304, 315, 274, 285, 280, 295, 283, 312]"
6,"[151, 132, 141, 126, 121, 107, 140, 131, 117, 109]","[114, 104, 122, 110, 143, 113, 108, 109, 127, 129]","[95, 91, 85, 108, 84, 74, 68, 94, 69, 90]","[97, 84, 78, 97, 73, 96, 75, 103, 86, 87]","[87, 88, 69, 76, 81, 83, 85, 96, 84, 104]","[97, 69, 97, 104, 88, 78, 90, 88, 88, 109]","[89, 79, 82, 88, 105, 73, 88, 82, 93, 79]","[80, 79, 87, 105, 81, 86, 81, 86, 86, 78]","[79, 87, 78, 96, 81, 89, 83, 85, 69, 94]","[94, 89, 89, 93, 83, 81, 97, 82, 89, 81]","[82, 82, 79, 86, 93, 95, 75, 86, 96, 75]","[90, 77, 84, 82, 82, 85, 96, 93, 80, 90]","[76, 81, 82, 77, 68, 89, 69, 87, 84, 83]","[78, 104, 72, 88, 96, 91, 78, 89, 90, 86]","[79, 88, 95, 83, 79, 72, 96, 90, 83, 88]","[86, 87, 74, 87, 73, 67, 95, 82, 92, 73]","[62, 87, 71, 60, 82, 79, 88, 85, 93, 89]","[87, 72, 90, 82, 79, 86, 70, 81, 83, 82]","[79, 73, 76, 74, 63, 81, 70, 80, 85, 80]","[74, 86, 73, 75, 90, 79, 91, 86, 75, 84]","[74, 75, 73, 96, 77, 81, 87, 90, 81, 84]"
7,"[33, 41, 38, 34, 37, 32, 45, 32, 35, 30]","[33, 25, 40, 28, 19, 41, 29, 26, 30, 29]","[20, 28, 28, 25, 25, 33, 26, 24, 24, 28]","[25, 19, 32, 20, 27, 23, 30, 16, 22, 20]","[22, 30, 13, 22, 14, 25, 24, 21, 22, 22]","[27, 31, 19, 25, 30, 24, 29, 28, 23, 33]","[28, 23, 27, 27, 26, 23, 30, 28, 24, 24]","[22, 22, 22, 19, 33, 26, 31, 22, 21, 20]","[21, 18, 29, 26, 28, 26, 21, 24, 18, 25]","[16, 17, 23, 28, 33, 20, 16, 30, 20, 26]","[15, 25, 22, 16, 33, 16, 17, 20, 18, 27]","[30, 16, 16, 20, 25, 13, 27, 18, 13, 20]","[14, 17, 20, 25, 22, 22, 22, 19, 23, 17]","[13, 25, 11, 15, 23, 25, 27, 13, 23, 26]","[25, 25, 30, 13, 16, 27, 27, 17, 27, 21]","[14, 17, 22, 20, 17, 20, 28, 13, 20, 21]","[28, 21, 25, 22, 19, 22, 23, 17, 24, 19]","[19, 26, 31, 17, 15, 22, 22, 21, 25, 18]","[27, 16, 32, 31, 21, 21, 29, 19, 22, 24]","[21, 25, 15, 24, 28, 28, 15, 26, 19, 15]","[21, 28, 26, 25, 29, 16, 19, 33, 20, 30]"
8,"[12, 11, 12, 5, 3, 7, 13, 11, 4, 15]","[3, 9, 5, 7, 12, 4, 8, 10, 1, 15]","[6, 4, 6, 10, 5, 5, 9, 5, 6, 4]","[7, 6, 8, 6, 13, 7, 6, 9, 11, 8]","[6, 5, 6, 5, 5, 5, 4, 2, 7, 5]","[6, 6, 3, 8, 3, 3, 6, 3, 5, 6]","[10, 4, 7, 9, 6, 10, 2, 8, 6, 10]","[10, 7, 5, 7, 8, 7, 9, 9, 9, 2]","[3, 8, 5, 7, 6, 2, 5, 8, 6, 8]","[5, 6, 9, 12, 6, 8, 4, 5, 2, 7]","[8, 10, 7, 6, 4, 6, 9, 4, 5, 7]","[8, 9, 6, 8, 6, 7, 10, 1, 4, 11]","[8, 9, 7, 6, 6, 6, 6, 7, 6, 7]","[9, 3, 6, 8, 9, 6, 8, 5, 5, 5]","[3, 5, 10, 6, 10, 2, 5, 8, 6, 3]","[3, 8, 8, 6, 8, 9, 7, 5, 7, 7]","[2, 8, 5, 8, 8, 4, 3, 8, 6, 8]","[6, 7, 4, 5, 4, 7, 6, 5, 9, 7]","[7, 8, 4, 9, 13, 6, 3, 1, 4, 12]","[8, 10, 6, 3, 9, 5, 7, 6, 7, 4]","[6, 9, 4, 5, 4, 8, 10, 9, 9, 3]"
9,"[2, 3, 1, 0, 1, 1, 4, 2, 0, 5]","[3, 4, 2, 3, 3, 1, 7, 0, 2, 2]","[3, 3, 1, 1, 2, 2, 5, 1, 1, 2]","[2, 1, 2, 4, 0, 1, 1, 3, 1, 2]","[1, 2, 2, 6, 1, 1, 2, 0, 2, 0]","[1, 1, 1, 0, 1, 4, 3, 0, 3, 4]","[0, 0, 0, 2, 2, 0, 1, 2, 0, 0]","[0, 5, 1, 3, 2, 1, 2, 1, 2, 1]","[1, 2, 3, 5, 1, 1, 1, 1, 0, 0]","[0, 6, 3, 2, 0, 0, 1, 2, 2, 1]","[1, 0, 0, 0, 1, 4, 1, 2, 0, 3]","[2, 1, 2, 3, 2, 1, 4, 0, 0, 0]","[0, 0, 1, 2, 4, 3, 2, 1, 2, 3]","[1, 1, 2, 1, 2, 0, 2, 2, 1, 2]","[2, 0, 2, 3, 4, 2, 1, 0, 1, 1]","[0, 2, 3, 0, 3, 2, 0, 2, 0, 2]","[1, 1, 1, 2, 4, 2, 2, 2, 3, 4]","[0, 2, 0, 3, 0, 0, 2, 2, 1, 1]","[0, 1, 2, 2, 2, 3, 3, 0, 4, 2]","[4, 2, 4, 1, 1, 2, 1, 3, 2, 2]","[3, 0, 0, 2, 0, 3, 1, 1, 3, 1]"
10,"[0, 1, 2, 0, 0, 1, 1, 1, 0, 1]","[2, 0, 0, 2, 0, 1, 0, 1, 0, 0]","[1, 0, 2, 0, 2, 0, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 1, 1, 1, 0, 1]","[0, 0, 1, 1, 1, 1, 2, 0, 0, 0]","[0, 0, 1, 0, 1, 0, 0, 1, 0, 0]","[0, 1, 1, 0, 0, 0, 1, 0, 1, 0]","[0, 1, 0, 1, 0, 0, 1, 3, 0, 0]","[0, 0, 0, 1, 1, 0, 1, 1, 0, 0]","[0, 0, 0, 1, 0, 1, 0, 0, 1, 2]","[1, 0, 1, 2, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0, 1, 1]","[1, 0, 2, 0, 0, 0, 2, 0, 0, 0]","[0, 1, 2, 0, 1, 0, 1, 0, 1, 0]","[0, 0, 1, 0, 0, 1, 2, 0, 0, 1]","[1, 1, 1, 1, 2, 0, 0, 0, 1, 0]","[0, 1, 0, 0, 1, 1, 1, 1, 0, 0]","[0, 2, 1, 1, 0, 0, 1, 0, 0, 1]","[0, 1, 0, 2, 2, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 1, 1, 0, 1, 0]"
11,"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0]","[0, 0, 1, 0, 1, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[2, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
12,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
