size,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
3,"[1316, 1300, 1336, 1300, 1326, 1294, 1319, 1335, 1372, 1284]","[1532, 1491, 1460, 1492, 1495, 1523, 1541, 1513, 1464, 1547]","[927, 908, 965, 963, 1005, 951, 946, 894, 960, 957]","[877, 866, 879, 838, 872, 869, 941, 884, 919, 856]","[916, 926, 923, 981, 931, 902, 973, 968, 929, 980]","[967, 986, 955, 973, 925, 981, 929, 964, 947, 947]","[936, 935, 992, 946, 873, 912, 959, 924, 956, 976]","[975, 934, 954, 935, 946, 910, 934, 880, 987, 914]","[967, 1012, 916, 918, 947, 929, 990, 918, 960, 888]","[918, 978, 941, 912, 991, 927, 965, 986, 918, 923]","[964, 929, 942, 1007, 930, 971, 887, 935, 951, 874]","[929, 937, 909, 930, 954, 942, 930, 945, 947, 923]","[915, 877, 944, 943, 931, 892, 947, 934, 952, 927]","[952, 939, 947, 943, 928, 930, 982, 940, 941, 959]","[900, 962, 868, 926, 909, 941, 912, 928, 916, 922]","[916, 973, 888, 932, 967, 927, 930, 886, 918, 954]","[940, 924, 927, 906, 941, 932, 922, 935, 911, 924]","[905, 914, 918, 926, 909, 948, 982, 875, 912, 991]","[902, 957, 905, 931, 928, 982, 881, 953, 956, 948]","[934, 884, 977, 942, 957, 915, 923, 939, 914, 927]","[929, 960, 928, 899, 905, 971, 898, 948, 906, 945]"
4,"[391, 366, 344, 347, 330, 348, 385, 366, 370, 346]","[409, 413, 394, 363, 394, 373, 347, 410, 366, 407]","[204, 229, 256, 258, 254, 256, 217, 269, 222, 242]","[271, 234, 241, 230, 230, 262, 250, 243, 217, 216]","[234, 261, 275, 241, 267, 280, 237, 278, 237, 260]","[245, 237, 251, 232, 263, 279, 254, 259, 247, 243]","[290, 270, 245, 245, 273, 253, 226, 221, 230, 246]","[244, 263, 242, 273, 259, 267, 275, 254, 257, 274]","[262, 260, 268, 240, 239, 269, 253, 259, 252, 238]","[253, 251, 272, 235, 240, 239, 238, 275, 266, 242]","[253, 261, 291, 269, 241, 215, 250, 232, 241, 248]","[230, 252, 277, 251, 228, 274, 224, 243, 251, 236]","[241, 240, 253, 263, 245, 206, 237, 263, 275, 255]","[262, 207, 272, 232, 264, 260, 241, 256, 228, 252]","[281, 263, 237, 240, 242, 242, 272, 242, 228, 265]","[262, 229, 247, 232, 217, 237, 258, 278, 282, 244]","[237, 277, 236, 241, 200, 268, 231, 260, 234, 255]","[267, 262, 215, 278, 258, 251, 232, 263, 275, 228]","[253, 250, 276, 240, 261, 263, 248, 274, 268, 237]","[272, 253, 266, 258, 277, 286, 249, 251, 231, 281]","[245, 251, 238, 242, 229, 252, 268, 238, 265, 228]"
5,"[85, 100, 98, 79, 84, 91, 105, 94, 78, 101]","[101, 99, 113, 87, 106, 108, 99, 98, 99, 108]","[65, 71, 59, 59, 70, 59, 77, 67, 64, 84]","[61, 66, 76, 69, 68, 66, 61, 56, 69, 60]","[69, 48, 82, 57, 60, 89, 50, 66, 69, 54]","[64, 56, 59, 76, 78, 65, 63, 75, 66, 89]","[71, 62, 84, 69, 69, 78, 73, 68, 74, 72]","[71, 60, 69, 71, 68, 64, 84, 64, 71, 70]","[74, 66, 66, 81, 78, 68, 72, 61, 67, 63]","[80, 79, 51, 81, 76, 63, 63, 55, 68, 69]","[64, 55, 58, 61, 67, 57, 65, 67, 86, 77]","[73, 82, 73, 52, 84, 66, 60, 69, 68, 66]","[77, 73, 56, 70, 67, 61, 74, 65, 75, 66]","[66, 62, 61, 80, 72, 61, 47, 61, 64, 55]","[68, 72, 71, 73, 64, 60, 78, 57, 48, 67]","[75, 68, 65, 62, 56, 70, 59, 55, 56, 72]","[74, 68, 60, 60, 68, 65, 75, 76, 77, 56]","[64, 66, 64, 67, 52, 62, 60, 64, 65, 69]","[70, 62, 62, 59, 59, 56, 60, 70, 73, 63]","[69, 68, 60, 63, 61, 80, 63, 63, 52, 63]","[66, 59, 59, 53, 60, 69, 73, 64, 57, 53]"
6,"[29, 32, 25, 30, 25, 25, 28, 27, 22, 30]","[30, 25, 19, 28, 31, 26, 32, 23, 29, 36]","[30, 25, 17, 19, 18, 16, 17, 12, 21, 20]","[13, 14, 11, 15, 11, 15, 12, 10, 21, 13]","[15, 14, 18, 18, 16, 24, 19, 23, 16, 16]","[19, 29, 11, 26, 25, 11, 18, 26, 19, 15]","[22, 17, 15, 19, 20, 15, 13, 25, 20, 20]","[13, 17, 19, 13, 18, 16, 15, 15, 11, 20]","[26, 20, 11, 16, 16, 24, 20, 15, 22, 18]","[20, 23, 19, 20, 22, 19, 20, 15, 23, 13]","[18, 15, 9, 16, 24, 20, 21, 18, 14, 27]","[19, 16, 18, 14, 16, 22, 15, 19, 16, 15]","[22, 13, 26, 28, 14, 10, 22, 18, 22, 20]","[10, 14, 20, 14, 19, 16, 21, 17, 16, 25]","[19, 14, 11, 21, 26, 20, 18, 17, 19, 17]","[16, 11, 19, 16, 24, 15, 12, 19, 15, 21]","[20, 15, 28, 12, 17, 14, 25, 19, 18, 16]","[23, 20, 15, 26, 19, 16, 13, 20, 23, 8]","[20, 22, 13, 19, 15, 17, 12, 25, 12, 15]","[22, 14, 8, 21, 19, 25, 15, 22, 11, 12]","[23, 22, 16, 14, 25, 19, 14, 26, 23, 12]"
7,"[9, 8, 5, 5, 6, 2, 12, 4, 10, 10]","[5, 6, 8, 12, 7, 6, 7, 7, 8, 12]","[5, 6, 7, 5, 4, 4, 7, 3, 5, 7]","[5, 3, 2, 7, 6, 4, 3, 3, 4, 9]","[3, 2, 1, 4, 7, 2, 4, 4, 4, 3]","[0, 5, 2, 3, 3, 5, 2, 4, 7, 6]","[10, 7, 5, 5, 5, 5, 1, 10, 8, 5]","[5, 3, 6, 5, 4, 4, 4, 4, 4, 5]","[7, 4, 5, 2, 3, 7, 5, 5, 3, 5]","[5, 4, 4, 2, 3, 4, 6, 3, 5, 9]","[3, 5, 4, 2, 4, 1, 5, 6, 6, 3]","[4, 8, 1, 7, 2, 3, 7, 2, 5, 4]","[7, 9, 5, 3, 0, 4, 7, 4, 3, 6]","[1, 4, 5, 4, 6, 5, 4, 4, 2, 4]","[8, 5, 3, 6, 4, 5, 6, 7, 3, 2]","[5, 3, 10, 2, 1, 3, 4, 4, 1, 5]","[9, 6, 5, 6, 4, 2, 2, 4, 3, 9]","[2, 4, 2, 2, 5, 6, 5, 10, 7, 6]","[6, 3, 7, 5, 3, 2, 4, 8, 3, 3]","[5, 3, 7, 8, 4, 5, 3, 3, 5, 4]","[6, 8, 5, 3, 4, 5, 7, 3, 4, 2]"
8,"[1, 1, 1, 1, 2, 4, 0, 1, 0, 1]","[2, 2, 1, 0, 1, 2, 4, 4, 1, 3]","[1, 2, 1, 0, 0, 0, 0, 1, 1, 1]","[1, 1, 1, 2, 2, 0, 0, 1, 1, 4]","[1, 4, 2, 1, 0, 2, 3, 2, 3, 0]","[1, 0, 3, 3, 2, 2, 2, 1, 2, 2]","[1, 0, 2, 0, 1, 1, 1, 2, 2, 3]","[1, 1, 1, 0, 3, 2, 1, 2, 0, 0]","[0, 0, 2, 2, 0, 1, 4, 0, 2, 0]","[2, 2, 1, 0, 0, 0, 0, 0, 0, 2]","[0, 0, 0, 0, 2, 2, 1, 1, 0, 1]","[1, 2, 3, 2, 0, 0, 2, 1, 1, 0]","[0, 1, 1, 1, 1, 0, 0, 1, 1, 2]","[2, 1, 0, 1, 0, 1, 1, 1, 0, 0]","[0, 0, 1, 1, 0, 1, 2, 2, 2, 1]","[0, 0, 2, 2, 1, 2, 1, 3, 0, 0]","[1, 2, 0, 0, 1, 2, 2, 2, 2, 0]","[3, 1, 1, 0, 1, 1, 2, 1, 2, 0]","[1, 1, 2, 1, 1, 1, 1, 2, 1, 0]","[1, 2, 0, 0, 0, 1, 1, 3, 1, 1]","[2, 2, 1, 2, 0, 2, 2, 1, 1, 2]"
9,"[1, 1, 1, 0, 0, 0, 0, 2, 0, 0]","[0, 0, 1, 0, 1, 1, 0, 1, 1, 0]","[0, 2, 0, 0, 0, 0, 0, 0, 1, 0]","[0, 1, 0, 0, 0, 2, 0, 0, 1, 0]","[1, 1, 1, 0, 0, 0, 1, 0, 0, 1]","[0, 2, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 1, 0, 1, 0, 0, 0, 0, 0]","[2, 1, 0, 2, 0, 0, 0, 0, 0, 0]","[1, 1, 0, 2, 0, 0, 0, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 1, 0, 0, 1]","[1, 0, 3, 0, 0, 1, 0, 1, 1, 0]","[1, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[1, 1, 0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 1, 0, 0, 1, 0, 1]","[2, 0, 0, 0, 0, 0, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 2]","[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]","[0, 0, 0, 1, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 2, 0, 3, 0, 1, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 2]"
10,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 1, 0]","[1, 1, 0, 1, 0, 1, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 1]","[0, 1, 1, 0, 2, 0, 0, 0, 0, 0]"
11,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
12,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
