size,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
3,1053,1305,875,839,939,960,920,968,968,1016,953,924,966,902,1002,989,945,1006,963,936,911
4,272,317,235,247,246,291,259,250,263,258,282,262,252,266,253,260,234,245,248,249,266
5,54,124,79,74,78,89,76,62,68,78,73,85,53,60,66,71,56,64,77,55,77
6,19,30,30,25,15,17,29,15,24,19,15,15,24,17,26,19,20,18,18,19,18
7,9,11,4,9,6,11,6,5,5,1,3,7,3,9,9,7,3,7,6,4,0
8,1,3,1,3,3,3,2,3,3,0,1,2,1,4,2,2,0,0,1,0,0
9,2,2,0,1,3,0,1,1,1,0,1,1,3,1,0,1,0,1,1,0,0
10,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
11,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
