size,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
3,42576,53872,34564,38009,39939,40245,40149,38952,39274,40720,39588,38909,39972,39273,38886,40114,38568,39143,39387,38798,39156
4,11135,13970,9501,10219,11033,11310,11082,10749,10936,10589,10705,10880,10611,10589,10348,10778,10512,10647,10331,10616,10697
5,2964,3830,2618,2866,3077,3147,3045,2919,2913,2834,2908,2935,2970,2894,2737,2895,2890,2913,2742,2712,2918
6,880,1098,732,821,827,839,838,729,719,791,767,784,784,791,695,816,707,741,726,747,779
7,270,300,215,208,242,207,210,191,199,208,205,190,204,207,193,217,225,231,192,197,196
8,60,88,62,46,62,57,60,57,42,48,54,77,54,65,53,50,62,66,61,52,58
9,12,6,9,14,14,13,12,9,23,12,18,20,19,21,5,11,15,13,23,12,23
10,10,5,9,0,5,7,1,6,1,7,2,7,5,5,3,1,1,0,6,4,3
11,1,1,0,1,4,1,0,2,3,0,2,1,1,0,2,0,1,1,1,0,1
12,2,0,0,0,1,0,0,0,2,0,0,1,0,2,1,1,2,1,1,1,0
13,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
