size,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
3,1076,1458,1253,1160,1306,1178,1159,1178,1222,1125,1247,1136,1122,1364,1222,1295,1275,1276,1214,1211,1205
4,259,397,368,332,320,389,305,314,380,299,346,351,352,343,334,297,331,331,279,333,344
5,83,91,93,87,83,88,106,103,106,76,67,79,79,108,85,94,103,95,121,98,85
6,36,23,39,33,39,12,24,29,26,27,21,17,9,26,33,13,37,22,20,45,42
7,8,13,15,10,9,3,6,5,7,18,12,7,6,5,14,2,6,4,14,0,8
8,3,0,9,0,6,0,5,9,3,0,2,4,5,4,8,2,2,2,3,0,0
9,0,0,0,1,4,0,0,5,2,0,0,0,0,3,3,3,3,0,3,2,0
10,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
