size,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
3,"[117, 127, 130, 116, 146, 134, 131, 137, 139, 139]","[141, 133, 141, 131, 134, 127, 135, 127, 137, 112]","[98, 95, 111, 101, 91, 93, 99, 111, 83, 121]","[121, 91, 97, 92, 110, 112, 103, 108, 89, 95]","[116, 95, 121, 102, 119, 85, 89, 92, 126, 92]","[74, 101, 86, 100, 102, 106, 102, 82, 113, 89]","[95, 107, 92, 107, 99, 111, 111, 108, 86, 121]","[106, 106, 94, 86, 107, 94, 102, 95, 95, 108]","[108, 100, 93, 99, 100, 109, 93, 91, 106, 90]","[119, 100, 102, 105, 94, 104, 93, 94, 97, 101]","[100, 89, 100, 103, 99, 104, 90, 113, 88, 111]","[98, 101, 90, 111, 94, 89, 112, 98, 87, 106]","[125, 89, 108, 91, 114, 89, 90, 96, 112, 103]","[95, 101, 95, 98, 116, 101, 98, 82, 93, 82]","[109, 100, 96, 99, 92, 107, 104, 106, 109, 86]","[98, 117, 104, 78, 116, 103, 88, 86, 101, 119]","[105, 97, 81, 111, 115, 110, 103, 111, 100, 87]","[97, 118, 102, 109, 85, 104, 115, 126, 71, 102]","[91, 84, 100, 99, 78, 87, 99, 94, 102, 98]","[91, 81, 99, 77, 104, 89, 91, 77, 98, 129]","[103, 101, 84, 83, 111, 102, 84, 100, 94, 103]"
4,"[37, 41, 40, 51, 41, 35, 39, 28, 38, 40]","[52, 39, 36, 38, 45, 43, 44, 45, 30, 34]","[37, 36, 36, 27, 42, 28, 35, 30, 31, 31]","[27, 30, 38, 35, 35, 21, 41, 29, 33, 33]","[29, 37, 30, 34, 29, 23, 21, 23, 33, 28]","[32, 35, 27, 31, 36, 27, 34, 32, 41, 30]","[34, 35, 26, 35, 29, 41, 34, 29, 31, 24]","[38, 34, 30, 38, 29, 29, 23, 31, 37, 28]","[32, 21, 27, 34, 27, 35, 32, 21, 25, 24]","[23, 26, 28, 27, 26, 30, 23, 30, 27, 26]","[29, 21, 15, 32, 24, 40, 29, 29, 21, 36]","[26, 34, 39, 27, 28, 25, 21, 31, 28, 27]","[34, 33, 23, 23, 30, 31, 31, 35, 20, 22]","[32, 27, 28, 34, 20, 30, 26, 29, 36, 33]","[36, 30, 26, 22, 30, 24, 29, 35, 28, 32]","[24, 25, 34, 27, 38, 39, 30, 31, 31, 36]","[25, 40, 34, 26, 26, 23, 31, 36, 32, 29]","[28, 29, 32, 36, 31, 29, 27, 29, 33, 38]","[22, 25, 34, 17, 34, 36, 35, 23, 29, 38]","[38, 43, 35, 23, 30, 24, 42, 34, 26, 40]","[31, 25, 22, 37, 30, 32, 40, 32, 32, 30]"
5,"[12, 9, 6, 12, 7, 10, 27, 19, 12, 13]","[4, 21, 14, 12, 14, 11, 9, 10, 12, 9]","[11, 8, 6, 6, 9, 7, 15, 9, 10, 9]","[8, 10, 5, 8, 11, 4, 7, 10, 11, 13]","[7, 9, 11, 12, 7, 9, 11, 10, 10, 6]","[8, 9, 5, 5, 16, 9, 9, 12, 8, 14]","[12, 10, 9, 9, 9, 6, 6, 6, 13, 10]","[12, 9, 12, 16, 9, 15, 4, 4, 7, 6]","[9, 11, 9, 10, 10, 8, 4, 7, 7, 7]","[8, 8, 11, 11, 13, 13, 11, 8, 8, 9]","[12, 14, 8, 8, 13, 9, 11, 5, 7, 9]","[10, 8, 12, 7, 16, 6, 4, 12, 5, 15]","[3, 16, 17, 5, 11, 11, 8, 6, 6, 10]","[10, 6, 9, 9, 16, 7, 3, 7, 9, 8]","[11, 5, 8, 13, 10, 5, 6, 8, 14, 13]","[4, 4, 7, 4, 10, 11, 13, 13, 7, 9]","[9, 14, 13, 12, 11, 6, 15, 10, 10, 14]","[5, 9, 10, 10, 10, 13, 7, 9, 9, 17]","[9, 6, 13, 8, 12, 10, 6, 11, 16, 7]","[7, 6, 12, 12, 8, 7, 11, 7, 6, 12]","[11, 13, 8, 12, 8, 17, 10, 11, 10, 13]"
6,"[6, 2, 4, 4, 4, 3, 5, 4, 4, 5]","[3, 4, 7, 7, 4, 2, 1, 8, 6, 6]","[4, 3, 4, 5, 1, 4, 5, 5, 2, 4]","[4, 0, 1, 5, 2, 4, 4, 1, 3, 3]","[2, 3, 3, 6, 2, 2, 6, 5, 3, 2]","[8, 1, 2, 1, 3, 1, 5, 3, 1, 0]","[4, 1, 3, 0, 4, 4, 2, 2, 2, 6]","[4, 4, 1, 3, 1, 2, 3, 1, 3, 2]","[1, 2, 1, 3, 7, 3, 3, 2, 3, 3]","[2, 4, 0, 2, 2, 1, 2, 1, 3, 2]","[4, 5, 2, 7, 4, 5, 4, 4, 1, 5]","[2, 0, 2, 2, 5, 5, 3, 2, 2, 2]","[5, 3, 0, 3, 5, 1, 5, 2, 3, 6]","[2, 3, 2, 1, 1, 3, 3, 2, 2, 1]","[2, 1, 3, 1, 2, 1, 1, 4, 2, 2]","[2, 4, 2, 6, 1, 2, 1, 2, 2, 4]","[1, 1, 4, 0, 1, 1, 0, 9, 1, 2]","[0, 3, 4, 0, 0, 7, 2, 4, 4, 2]","[2, 1, 2, 4, 5, 5, 3, 4, 1, 6]","[1, 2, 2, 3, 3, 5, 2, 3, 1, 4]","[2, 3, 1, 7, 2, 2, 2, 4, 4, 4]"
7,"[1, 1, 0, 1, 3, 2, 2, 1, 1, 3]","[0, 1, 0, 0, 1, 0, 0, 0, 3, 0]","[0, 0, 1, 3, 1, 0, 0, 1, 0, 0]","[1, 3, 0, 1, 2, 1, 1, 2, 1, 1]","[1, 0, 1, 0, 3, 1, 4, 0, 0, 2]","[1, 1, 1, 2, 0, 0, 0, 0, 0, 1]","[2, 1, 2, 2, 1, 0, 0, 2, 2, 0]","[1, 2, 0, 2, 1, 1, 1, 0, 2, 0]","[0, 1, 1, 1, 1, 3, 0, 1, 1, 1]","[1, 0, 0, 1, 0, 3, 1, 2, 3, 0]","[2, 1, 0, 0, 1, 1, 0, 0, 0, 2]","[3, 0, 1, 0, 2, 0, 1, 0, 0, 1]","[2, 1, 0, 0, 0, 0, 1, 0, 1, 0]","[1, 0, 2, 0, 0, 1, 1, 1, 0, 1]","[1, 1, 0, 0, 0, 0, 0, 0, 1, 1]","[1, 0, 1, 1, 1, 0, 1, 0, 0, 1]","[1, 0, 0, 0, 3, 3, 2, 2, 0, 3]","[1, 3, 1, 1, 1, 2, 0, 1, 1, 0]","[2, 1, 1, 0, 2, 3, 1, 2, 2, 0]","[0, 2, 0, 1, 3, 0, 0, 0, 1, 1]","[0, 3, 1, 1, 1, 2, 0, 1, 0, 1]"
8,"[1, 0, 0, 1, 0, 0, 1, 0, 1, 1]","[0, 0, 0, 0, 1, 0, 0, 1, 1, 1]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 1]","[0, 0, 0, 1, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 2, 0]","[0, 1, 0, 1, 0, 0, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 1, 0, 1, 0, 0, 1, 0, 0]","[0, 0, 1, 0, 1, 0, 0, 1, 0, 0]","[0, 0, 1, 0, 0, 1, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 2]","[0, 0, 1, 0, 0, 0, 0, 0, 1, 0]","[1, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 0, 1, 0]","[1, 0, 0, 2, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 1, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 2, 0, 0, 0, 1]"
9,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 1, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
10,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
11,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
12,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
