size,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
3,"[70, 60, 71, 97, 72, 64, 62, 86, 72, 70]","[65, 66, 70, 70, 59, 67, 60, 76, 75, 66]","[50, 61, 47, 57, 44, 67, 67, 49, 59, 57]","[43, 58, 51, 50, 57, 38, 65, 55, 55, 39]","[53, 61, 60, 48, 53, 53, 44, 66, 54, 62]","[62, 70, 61, 56, 55, 51, 52, 34, 64, 57]","[68, 51, 58, 60, 61, 55, 51, 52, 53, 49]","[41, 69, 45, 54, 56, 40, 47, 51, 55, 54]","[49, 69, 48, 50, 51, 49, 67, 57, 48, 53]","[59, 54, 51, 49, 46, 49, 49, 55, 57, 52]","[62, 46, 64, 60, 57, 63, 53, 39, 55, 62]","[57, 46, 57, 49, 58, 64, 41, 44, 62, 45]","[52, 56, 54, 44, 56, 57, 41, 52, 53, 47]","[57, 56, 65, 57, 55, 58, 43, 52, 58, 44]","[46, 54, 52, 55, 41, 53, 45, 63, 46, 57]","[48, 63, 48, 40, 54, 56, 58, 47, 44, 56]","[46, 55, 43, 65, 46, 46, 42, 51, 61, 49]","[48, 47, 39, 65, 39, 54, 54, 61, 49, 40]","[54, 63, 45, 49, 43, 44, 56, 53, 50, 42]","[73, 60, 55, 51, 47, 51, 50, 36, 56, 60]","[64, 42, 67, 54, 47, 55, 56, 59, 54, 47]"
4,"[35, 23, 23, 26, 24, 12, 17, 24, 18, 26]","[27, 25, 21, 24, 17, 26, 19, 22, 16, 26]","[23, 19, 9, 14, 22, 23, 18, 22, 15, 23]","[12, 16, 16, 17, 12, 23, 17, 16, 11, 25]","[15, 22, 19, 17, 15, 22, 14, 13, 19, 12]","[15, 14, 11, 11, 12, 14, 13, 19, 16, 14]","[14, 23, 17, 15, 18, 18, 11, 21, 14, 20]","[18, 18, 13, 22, 14, 11, 17, 18, 12, 16]","[17, 15, 16, 20, 22, 13, 16, 22, 11, 21]","[13, 16, 21, 14, 24, 11, 18, 21, 17, 18]","[17, 18, 16, 11, 16, 13, 16, 14, 18, 15]","[15, 12, 18, 10, 13, 20, 17, 15, 15, 10]","[18, 18, 19, 17, 17, 7, 21, 20, 16, 20]","[11, 15, 17, 18, 17, 21, 11, 18, 18, 13]","[15, 21, 18, 18, 17, 15, 10, 15, 14, 18]","[13, 21, 14, 13, 20, 17, 12, 18, 18, 23]","[14, 13, 16, 16, 7, 12, 10, 17, 24, 13]","[23, 11, 13, 21, 10, 19, 22, 17, 19, 13]","[14, 11, 16, 23, 18, 18, 16, 11, 17, 21]","[14, 15, 16, 20, 13, 17, 13, 18, 16, 10]","[19, 16, 17, 26, 15, 21, 16, 13, 15, 18]"
5,"[4, 9, 8, 7, 7, 10, 5, 9, 8, 6]","[9, 8, 7, 6, 7, 5, 8, 5, 4, 11]","[4, 2, 7, 6, 5, 5, 4, 4, 4, 5]","[7, 2, 4, 10, 3, 3, 1, 6, 2, 6]","[6, 3, 6, 5, 3, 5, 3, 4, 3, 2]","[10, 3, 5, 5, 4, 4, 8, 5, 8, 4]","[5, 7, 4, 5, 5, 1, 4, 8, 5, 6]","[4, 5, 2, 7, 4, 1, 5, 6, 4, 8]","[5, 0, 6, 4, 9, 7, 11, 3, 6, 4]","[2, 4, 3, 7, 2, 2, 3, 5, 7, 2]","[8, 5, 5, 7, 4, 11, 1, 1, 2, 7]","[7, 4, 4, 6, 2, 8, 7, 4, 8, 7]","[2, 2, 5, 6, 4, 2, 3, 8, 8, 4]","[8, 6, 4, 4, 4, 7, 5, 6, 5, 6]","[4, 5, 3, 3, 4, 5, 9, 3, 1, 5]","[4, 5, 4, 5, 3, 7, 4, 6, 6, 4]","[7, 4, 5, 8, 3, 7, 7, 4, 1, 4]","[5, 3, 3, 5, 8, 2, 6, 1, 6, 3]","[2, 6, 5, 6, 6, 5, 4, 5, 6, 6]","[4, 6, 5, 8, 5, 5, 4, 5, 6, 1]","[7, 2, 7, 12, 3, 4, 4, 6, 5, 1]"
6,"[4, 2, 4, 2, 2, 0, 5, 4, 1, 1]","[3, 2, 3, 3, 1, 0, 2, 1, 3, 1]","[1, 0, 1, 3, 1, 0, 5, 0, 0, 0]","[0, 1, 1, 5, 1, 1, 3, 3, 3, 3]","[0, 2, 3, 2, 3, 3, 0, 0, 1, 0]","[3, 0, 1, 1, 2, 1, 2, 1, 4, 1]","[1, 2, 1, 0, 0, 1, 5, 2, 0, 0]","[1, 3, 1, 1, 3, 1, 1, 0, 1, 2]","[1, 2, 3, 0, 0, 0, 1, 1, 1, 0]","[3, 0, 3, 3, 1, 1, 1, 2, 2, 0]","[2, 2, 2, 2, 3, 2, 1, 0, 2, 1]","[3, 1, 1, 0, 1, 1, 1, 1, 3, 1]","[4, 2, 2, 0, 1, 0, 3, 0, 1, 1]","[1, 1, 1, 0, 3, 0, 1, 1, 4, 1]","[2, 0, 1, 2, 1, 1, 2, 2, 1, 2]","[2, 1, 2, 1, 0, 1, 2, 2, 1, 2]","[1, 1, 3, 0, 1, 2, 3, 1, 3, 0]","[0, 1, 2, 2, 0, 1, 1, 6, 1, 0]","[3, 1, 0, 2, 0, 0, 0, 4, 3, 3]","[2, 3, 1, 0, 2, 1, 1, 3, 0, 0]","[6, 3, 3, 1, 2, 3, 5, 1, 0, 0]"
7,"[0, 0, 0, 0, 0, 2, 2, 1, 0, 1]","[0, 0, 2, 0, 0, 1, 0, 1, 0, 0]","[0, 0, 1, 0, 0, 0, 1, 1, 0, 0]","[0, 0, 0, 1, 1, 1, 2, 0, 0, 0]","[1, 0, 0, 0, 1, 1, 0, 0, 1, 0]","[0, 0, 0, 1, 1, 0, 0, 1, 2, 1]","[1, 0, 1, 0, 1, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 1]","[0, 0, 0, 1, 0, 1, 1, 0, 0, 0]","[0, 1, 0, 0, 1, 0, 0, 1, 0, 0]","[0, 0, 0, 1, 1, 0, 0, 0, 1, 0]","[0, 0, 2, 0, 0, 0, 1, 1, 0, 0]","[1, 0, 1, 0, 1, 0, 2, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 1, 1, 0]","[1, 0, 0, 0, 0, 0, 0, 1, 1, 0]","[1, 0, 2, 0, 2, 0, 1, 0, 0, 0]","[0, 1, 0, 1, 0, 0, 0, 1, 0, 0]","[1, 1, 2, 1, 0, 0, 0, 0, 0, 0]","[0, 1, 2, 1, 0, 1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 1]"
8,"[0, 0, 1, 0, 0, 0, 0, 2, 0, 0]","[1, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 1, 1, 1, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 1, 0, 0, 1, 0, 0]","[1, 1, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 1, 0, 2, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
9,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
11,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
12,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
