size,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
3,"[191, 188, 202, 200, 215, 198, 213, 207, 195, 217]","[224, 212, 214, 207, 202, 224, 198, 192, 207, 175]","[162, 148, 171, 154, 135, 154, 150, 186, 130, 174]","[171, 151, 154, 150, 156, 172, 155, 179, 155, 139]","[164, 134, 180, 154, 174, 141, 139, 145, 192, 143]","[122, 156, 140, 164, 155, 153, 166, 146, 166, 151]","[152, 162, 143, 162, 150, 151, 176, 167, 140, 176]","[158, 165, 160, 128, 166, 149, 163, 151, 159, 164]","[158, 155, 156, 153, 147, 167, 140, 138, 172, 149]","[170, 149, 160, 157, 141, 163, 134, 149, 141, 149]","[157, 143, 164, 160, 150, 175, 152, 167, 139, 169]","[155, 159, 140, 183, 141, 157, 172, 148, 149, 157]","[165, 138, 157, 144, 169, 139, 142, 157, 176, 164]","[156, 155, 138, 152, 160, 151, 146, 136, 141, 131]","[153, 153, 151, 153, 138, 160, 149, 162, 162, 144]","[154, 178, 159, 137, 172, 155, 159, 147, 145, 177]","[154, 138, 127, 173, 166, 160, 153, 155, 149, 122]","[150, 173, 150, 176, 141, 158, 175, 176, 125, 153]","[146, 135, 137, 147, 135, 137, 155, 157, 163, 162]","[144, 124, 151, 141, 159, 138, 157, 117, 164, 180]","[153, 158, 141, 137, 169, 148, 137, 149, 149, 152]"
4,"[58, 69, 65, 77, 60, 58, 62, 58, 54, 59]","[74, 61, 56, 60, 66, 61, 65, 67, 50, 58]","[52, 53, 55, 54, 54, 48, 49, 48, 43, 45]","[40, 51, 56, 60, 52, 38, 61, 49, 53, 54]","[39, 54, 42, 47, 49, 41, 39, 40, 43, 52]","[43, 54, 44, 47, 58, 36, 48, 48, 52, 40]","[53, 48, 46, 44, 48, 52, 54, 45, 52, 43]","[57, 55, 50, 54, 38, 42, 28, 48, 61, 43]","[48, 35, 40, 52, 46, 47, 60, 38, 43, 42]","[43, 43, 46, 45, 40, 49, 40, 42, 49, 52]","[41, 38, 33, 45, 38, 59, 48, 50, 32, 57]","[47, 44, 51, 44, 43, 50, 42, 48, 42, 46]","[47, 58, 31, 38, 50, 49, 44, 53, 35, 36]","[51, 42, 48, 51, 44, 49, 44, 49, 64, 42]","[45, 42, 44, 40, 43, 44, 49, 57, 43, 41]","[35, 34, 46, 45, 43, 57, 49, 44, 42, 48]","[41, 59, 55, 44, 47, 34, 49, 52, 54, 38]","[40, 45, 48, 49, 43, 47, 42, 44, 47, 56]","[33, 51, 50, 37, 53, 54, 60, 41, 43, 56]","[52, 56, 58, 36, 47, 42, 63, 55, 48, 53]","[49, 38, 40, 50, 46, 52, 61, 46, 53, 40]"
5,"[21, 16, 11, 16, 14, 24, 31, 26, 22, 18]","[12, 39, 25, 22, 17, 20, 14, 21, 17, 13]","[15, 17, 12, 11, 15, 15, 25, 16, 18, 12]","[12, 18, 10, 15, 13, 10, 13, 15, 16, 17]","[12, 15, 14, 18, 10, 18, 19, 14, 20, 13]","[13, 16, 9, 10, 16, 11, 14, 21, 13, 17]","[16, 13, 19, 21, 11, 13, 10, 7, 21, 15]","[21, 14, 15, 24, 13, 18, 11, 10, 12, 12]","[13, 13, 16, 18, 13, 16, 14, 12, 14, 12]","[9, 10, 16, 19, 17, 19, 14, 12, 12, 13]","[15, 17, 9, 16, 20, 14, 14, 8, 8, 15]","[16, 13, 12, 12, 25, 8, 12, 20, 9, 19]","[9, 25, 19, 15, 19, 20, 13, 10, 12, 15]","[17, 12, 14, 16, 20, 8, 8, 10, 15, 12]","[17, 11, 11, 17, 16, 7, 10, 11, 14, 23]","[10, 6, 10, 13, 20, 14, 17, 14, 10, 13]","[17, 19, 17, 14, 16, 12, 22, 16, 14, 19]","[12, 15, 18, 10, 15, 16, 11, 13, 11, 22]","[13, 10, 15, 15, 18, 18, 9, 16, 23, 14]","[17, 9, 15, 20, 13, 10, 18, 12, 9, 16]","[13, 17, 9, 19, 9, 21, 16, 21, 16, 19]"
6,"[8, 5, 8, 4, 5, 5, 10, 6, 5, 5]","[5, 5, 10, 9, 11, 3, 3, 9, 9, 7]","[4, 4, 7, 10, 1, 6, 5, 8, 3, 7]","[4, 1, 1, 7, 4, 6, 8, 1, 4, 5]","[4, 6, 5, 8, 3, 6, 6, 5, 7, 5]","[10, 2, 4, 4, 5, 2, 6, 4, 2, 3]","[6, 4, 5, 5, 5, 6, 2, 4, 2, 6]","[4, 7, 4, 3, 3, 3, 6, 3, 4, 3]","[5, 5, 5, 8, 11, 6, 5, 3, 5, 4]","[4, 6, 1, 5, 6, 3, 3, 1, 4, 4]","[5, 8, 2, 8, 8, 8, 5, 5, 4, 5]","[5, 1, 3, 2, 6, 6, 3, 5, 5, 3]","[7, 5, 2, 7, 6, 4, 9, 3, 4, 9]","[3, 4, 4, 2, 4, 5, 5, 2, 2, 2]","[5, 5, 4, 2, 5, 4, 2, 6, 5, 2]","[2, 5, 3, 6, 1, 3, 2, 4, 3, 5]","[5, 2, 7, 2, 4, 2, 4, 10, 2, 4]","[2, 4, 6, 5, 1, 10, 2, 4, 9, 2]","[2, 3, 2, 5, 8, 6, 3, 5, 1, 7]","[1, 2, 4, 6, 3, 8, 4, 4, 1, 6]","[3, 3, 3, 7, 4, 5, 8, 7, 4, 5]"
7,"[2, 1, 0, 1, 3, 2, 2, 1, 2, 3]","[0, 2, 1, 1, 1, 1, 0, 0, 3, 0]","[1, 1, 2, 3, 2, 1, 0, 1, 1, 1]","[1, 3, 0, 4, 2, 2, 1, 3, 1, 2]","[2, 0, 1, 1, 4, 1, 4, 1, 1, 4]","[2, 1, 1, 2, 0, 0, 1, 0, 0, 1]","[2, 1, 3, 4, 2, 0, 0, 2, 3, 1]","[2, 2, 3, 2, 1, 1, 1, 1, 3, 0]","[0, 2, 1, 2, 1, 3, 0, 2, 3, 1]","[2, 1, 0, 1, 0, 4, 1, 3, 3, 1]","[2, 1, 0, 1, 2, 1, 0, 0, 1, 2]","[3, 0, 1, 1, 3, 0, 1, 0, 0, 1]","[2, 2, 0, 1, 1, 0, 1, 0, 4, 0]","[1, 2, 3, 0, 0, 1, 1, 1, 1, 2]","[1, 1, 0, 0, 1, 1, 0, 2, 2, 1]","[1, 2, 1, 3, 1, 0, 2, 0, 0, 1]","[1, 0, 0, 1, 3, 3, 3, 2, 2, 3]","[1, 3, 3, 1, 1, 2, 1, 2, 2, 1]","[2, 1, 2, 0, 3, 3, 1, 2, 2, 0]","[1, 2, 0, 1, 5, 1, 0, 1, 1, 3]","[1, 3, 2, 2, 4, 2, 1, 1, 1, 1]"
8,"[1, 1, 0, 1, 0, 1, 1, 0, 1, 1]","[0, 0, 2, 0, 1, 0, 0, 1, 2, 1]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 1]","[0, 0, 0, 1, 0, 1, 1, 0, 0, 1]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 1, 1, 3, 0]","[2, 1, 0, 1, 1, 0, 0, 1, 1, 1]","[1, 0, 0, 0, 0, 1, 0, 2, 0, 0]","[0, 0, 1, 0, 2, 0, 0, 1, 0, 0]","[0, 1, 1, 0, 1, 1, 0, 2, 0, 0]","[0, 0, 1, 0, 0, 1, 0, 0, 1, 2]","[0, 0, 1, 0, 0, 1, 0, 0, 1, 2]","[1, 0, 2, 2, 1, 0, 1, 1, 1, 0]","[1, 0, 0, 0, 0, 2, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 1, 0, 0, 0, 0, 1, 0]","[1, 0, 0, 2, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 1]","[0, 0, 1, 0, 1, 0, 2, 0, 0, 0]","[0, 0, 0, 1, 0, 3, 0, 0, 0, 1]"
9,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[0, 0, 1, 1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 1, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[0, 1, 0, 0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
10,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
11,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
12,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
