size,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
3,"[52518, 52423, 52280, 52441, 52542, 52537, 52735, 52727, 52659, 52568]","[50401, 50752, 50491, 50528, 50910, 50582, 50747, 50964, 50976, 51053]","[41637, 41416, 41373, 41291, 41591, 41201, 41603, 41862, 41123, 41356]","[41308, 41686, 41560, 41024, 41442, 41084, 41018, 41161, 41196, 41463]","[39953, 39988, 39539, 39501, 39694, 39663, 39973, 39741, 40178, 40032]","[40162, 39644, 39846, 39719, 39780, 39727, 39841, 39468, 40012, 39828]","[39548, 39683, 39881, 39565, 40143, 39950, 40198, 39843, 39578, 39826]","[39754, 39730, 39855, 39849, 39765, 39709, 39621, 40015, 39705, 39718]","[39476, 39702, 39449, 39382, 39916, 39532, 39535, 40198, 40079, 39761]","[40032, 39796, 40034, 39724, 39458, 39562, 39822, 40020, 39709, 39740]","[39456, 39539, 39864, 39707, 40083, 39463, 39671, 39841, 39448, 39399]","[39571, 39800, 39814, 39555, 39010, 39274, 39580, 39325, 39382, 39498]","[39398, 39818, 39363, 39325, 39660, 39456, 39456, 39326, 39758, 38993]","[39369, 39466, 39588, 40033, 39107, 39889, 39525, 39538, 39543, 39543]","[39633, 39269, 39497, 39502, 39462, 39420, 39316, 39486, 39556, 39229]","[39224, 39564, 39606, 39174, 39659, 39558, 38990, 39324, 39304, 39508]","[39039, 39324, 39519, 39420, 39532, 39247, 38976, 39465, 39501, 39264]","[39101, 39319, 39367, 39245, 39617, 39653, 39485, 39245, 39566, 39415]","[39490, 39383, 39386, 39506, 39037, 39297, 38970, 39312, 38919, 39135]","[39620, 39058, 39202, 39403, 39228, 39471, 39208, 39104, 39336, 39710]","[39447, 39149, 39313, 39411, 38909, 39145, 39428, 39398, 39408, 39073]"
4,"[15083, 14939, 14833, 15056, 15128, 14811, 15129, 15039, 14799, 14926]","[14739, 14311, 14237, 14601, 14453, 14440, 14567, 14551, 14504, 14464]","[11751, 11645, 11761, 11817, 11649, 11812, 11834, 11696, 11716, 11760]","[11707, 11626, 11722, 11688, 11856, 11692, 11798, 11647, 11614, 11598]","[11326, 11456, 11381, 11318, 11587, 11424, 11336, 11471, 11277, 11400]","[11409, 11358, 11294, 11388, 11535, 11327, 11567, 11366, 11290, 11464]","[11530, 11171, 11396, 11452, 11280, 11432, 11343, 11461, 11350, 11211]","[11239, 11373, 11438, 11300, 11350, 11147, 11553, 11431, 11181, 11309]","[11210, 11251, 11327, 11387, 11322, 11346, 11518, 11288, 11241, 11426]","[11197, 11293, 11301, 11295, 11364, 11539, 11213, 11614, 11317, 11397]","[11335, 11133, 11094, 11105, 11479, 11256, 11179, 11454, 11389, 11349]","[11253, 11297, 11351, 11087, 11442, 11248, 11170, 11164, 11195, 11322]","[11251, 11303, 11392, 11185, 11209, 11203, 11406, 11222, 11341, 11421]","[11194, 11262, 11120, 11291, 11442, 11315, 11111, 11355, 11112, 11231]","[11231, 11449, 11306, 11093, 11289, 11475, 11249, 11085, 11117, 11303]","[11175, 11212, 11286, 11342, 11136, 11230, 11267, 11153, 11341, 11220]","[11139, 11121, 11252, 11218, 11095, 11192, 11256, 11218, 11189, 11146]","[11146, 11256, 11280, 11403, 11062, 11126, 11162, 11026, 11270, 11304]","[11221, 11017, 11460, 11311, 11205, 11206, 11246, 11340, 11250, 11271]","[11428, 11154, 11050, 11054, 11231, 11163, 11212, 11146, 11215, 11160]","[10953, 10992, 11192, 11211, 11146, 11263, 11322, 11132, 11374, 11245]"
5,"[4344, 4264, 4326, 4426, 4447, 4262, 4334, 4347, 4322, 4249]","[4051, 4148, 4136, 4148, 4113, 4217, 4265, 4156, 4121, 4216]","[3502, 3359, 3372, 3360, 3466, 3396, 3475, 3302, 3406, 3376]","[3341, 3258, 3405, 3331, 3268, 3411, 3401, 3345, 3332, 3421]","[3240, 3163, 3270, 3189, 3175, 3190, 3142, 3328, 3140, 3249]","[3251, 3257, 3157, 3367, 3326, 3187, 3238, 3287, 3297, 3193]","[3211, 3231, 3248, 3214, 3178, 3120, 3152, 3322, 3231, 3195]","[3307, 3205, 3308, 3299, 3255, 3276, 3251, 3361, 3266, 3263]","[3255, 3217, 3346, 3331, 3236, 3143, 3224, 3268, 3259, 3275]","[3232, 3221, 3266, 3237, 3239, 3153, 3245, 3316, 3174, 3233]","[3206, 3289, 3220, 3174, 3347, 3195, 3245, 3327, 3251, 3338]","[3226, 3211, 3221, 3085, 3301, 3247, 3223, 3185, 3194, 3201]","[3225, 3237, 3184, 3266, 3165, 3303, 3257, 3211, 3289, 3311]","[3166, 3100, 3222, 3271, 3234, 3186, 3266, 3262, 3286, 3260]","[3258, 3290, 3187, 3225, 3278, 3251, 3196, 3222, 3221, 3245]","[3187, 3105, 3186, 3171, 3263, 3289, 3179, 3160, 3312, 3227]","[3230, 3233, 3267, 3166, 3309, 3230, 3173, 3172, 3215, 3248]","[3163, 3238, 3286, 3208, 3114, 3266, 3153, 3249, 3245, 3211]","[3161, 3281, 3260, 3207, 3239, 3243, 3165, 3204, 3246, 3110]","[3097, 3187, 3195, 3067, 3140, 3216, 3198, 3167, 3216, 3275]","[3227, 3200, 3197, 3249, 3184, 3132, 3150, 3236, 3170, 3186]"
6,"[1205, 1193, 1259, 1237, 1178, 1206, 1265, 1214, 1186, 1154]","[1167, 1217, 1208, 1167, 1263, 1184, 1136, 1244, 1209, 1174]","[1003, 982, 1009, 966, 891, 945, 958, 952, 1003, 1042]","[953, 926, 980, 977, 977, 996, 943, 992, 1016, 944]","[909, 904, 995, 950, 899, 961, 971, 957, 872, 914]","[942, 888, 883, 943, 910, 934, 881, 925, 910, 924]","[922, 941, 935, 908, 920, 971, 938, 924, 908, 953]","[963, 921, 938, 935, 917, 902, 894, 935, 931, 877]","[888, 905, 912, 1001, 945, 953, 971, 900, 894, 971]","[919, 935, 936, 928, 1028, 924, 937, 959, 913, 899]","[974, 893, 891, 952, 937, 914, 969, 884, 932, 968]","[928, 953, 905, 948, 977, 912, 901, 921, 1001, 920]","[843, 892, 885, 893, 977, 937, 933, 936, 936, 925]","[896, 878, 918, 941, 934, 920, 909, 864, 916, 885]","[933, 921, 932, 877, 913, 908, 885, 933, 936, 894]","[945, 919, 940, 900, 965, 862, 928, 917, 911, 928]","[910, 906, 895, 899, 1012, 928, 905, 957, 951, 890]","[943, 888, 890, 951, 915, 918, 960, 927, 961, 966]","[935, 904, 919, 883, 919, 932, 911, 978, 947, 918]","[958, 874, 908, 969, 965, 947, 946, 918, 924, 872]","[885, 980, 924, 915, 883, 939, 931, 917, 879, 932]"
7,"[330, 355, 343, 352, 351, 352, 357, 361, 353, 369]","[338, 324, 369, 345, 367, 320, 307, 350, 339, 358]","[247, 256, 250, 294, 296, 279, 301, 253, 280, 263]","[291, 270, 290, 290, 263, 308, 289, 296, 263, 278]","[233, 274, 262, 309, 245, 265, 263, 273, 256, 282]","[281, 245, 274, 288, 263, 270, 267, 239, 283, 250]","[272, 248, 277, 262, 247, 268, 264, 252, 257, 272]","[264, 257, 251, 265, 274, 255, 264, 270, 254, 283]","[270, 301, 233, 266, 297, 286, 253, 265, 275, 273]","[265, 273, 290, 279, 291, 292, 294, 269, 266, 271]","[271, 272, 268, 255, 254, 290, 286, 255, 284, 287]","[286, 239, 242, 272, 270, 270, 266, 259, 268, 278]","[255, 249, 270, 254, 258, 258, 301, 262, 240, 265]","[278, 278, 271, 268, 248, 259, 250, 286, 235, 268]","[267, 254, 264, 272, 282, 280, 255, 275, 251, 276]","[268, 290, 272, 263, 290, 243, 274, 265, 276, 253]","[283, 277, 268, 253, 270, 270, 269, 296, 241, 253]","[250, 299, 255, 285, 274, 260, 282, 243, 246, 270]","[264, 255, 283, 253, 278, 260, 271, 265, 264, 256]","[259, 260, 270, 272, 256, 282, 272, 253, 273, 257]","[274, 245, 267, 256, 252, 263, 245, 252, 225, 257]"
8,"[108, 99, 113, 105, 111, 106, 107, 102, 91, 95]","[98, 106, 102, 96, 94, 83, 100, 88, 89, 88]","[79, 82, 90, 75, 73, 64, 87, 66, 78, 91]","[69, 74, 85, 79, 98, 78, 90, 74, 86, 83]","[88, 82, 89, 76, 71, 70, 68, 77, 74, 87]","[85, 68, 66, 76, 66, 64, 79, 64, 103, 73]","[72, 87, 67, 77, 57, 85, 67, 75, 79, 70]","[74, 73, 81, 63, 83, 72, 71, 78, 89, 66]","[65, 95, 76, 60, 67, 76, 67, 89, 69, 79]","[91, 69, 80, 83, 79, 89, 88, 66, 89, 72]","[75, 86, 68, 74, 67, 83, 83, 73, 63, 76]","[86, 85, 79, 81, 86, 76, 66, 73, 81, 80]","[64, 83, 67, 62, 68, 62, 73, 71, 75, 63]","[82, 63, 82, 80, 80, 64, 63, 91, 82, 76]","[76, 75, 66, 71, 63, 75, 80, 74, 80, 77]","[74, 72, 82, 63, 64, 74, 73, 76, 86, 72]","[76, 66, 85, 89, 83, 73, 68, 68, 81, 75]","[91, 68, 78, 82, 75, 72, 76, 67, 101, 74]","[83, 65, 89, 76, 66, 79, 67, 76, 69, 75]","[92, 72, 77, 77, 67, 75, 78, 79, 75, 73]","[71, 75, 87, 60, 87, 75, 86, 82, 58, 85]"
9,"[27, 39, 21, 27, 28, 32, 34, 36, 28, 29]","[28, 27, 24, 28, 42, 25, 22, 24, 27, 29]","[28, 21, 26, 28, 20, 23, 19, 18, 34, 26]","[23, 24, 25, 27, 27, 28, 18, 27, 22, 33]","[20, 22, 20, 20, 19, 35, 27, 21, 14, 22]","[24, 18, 24, 24, 27, 21, 26, 18, 25, 37]","[24, 23, 15, 21, 27, 20, 21, 18, 13, 21]","[22, 22, 14, 19, 33, 32, 23, 18, 28, 20]","[20, 27, 25, 18, 25, 23, 22, 19, 26, 24]","[15, 21, 19, 20, 30, 29, 15, 26, 19, 23]","[27, 19, 19, 12, 25, 20, 24, 21, 24, 19]","[25, 16, 20, 23, 20, 23, 20, 22, 15, 25]","[24, 15, 18, 14, 21, 18, 17, 23, 34, 31]","[24, 27, 29, 21, 27, 22, 23, 29, 22, 26]","[17, 20, 28, 25, 28, 23, 24, 17, 20, 24]","[27, 28, 24, 23, 18, 24, 17, 19, 28, 24]","[17, 14, 26, 23, 17, 18, 24, 24, 26, 19]","[23, 16, 28, 25, 30, 27, 12, 16, 20, 17]","[25, 35, 21, 23, 20, 18, 20, 22, 27, 31]","[24, 29, 35, 20, 18, 22, 19, 32, 19, 25]","[21, 21, 17, 21, 20, 18, 26, 25, 22, 40]"
10,"[12, 5, 11, 9, 10, 7, 9, 11, 6, 4]","[9, 5, 11, 10, 5, 13, 9, 11, 10, 6]","[7, 8, 6, 2, 11, 4, 10, 7, 7, 7]","[7, 10, 8, 1, 7, 11, 7, 6, 3, 13]","[3, 2, 10, 5, 10, 8, 4, 5, 5, 9]","[5, 8, 6, 10, 7, 4, 10, 5, 3, 10]","[6, 5, 4, 11, 9, 7, 10, 7, 4, 9]","[9, 6, 5, 3, 3, 8, 9, 4, 4, 2]","[5, 3, 6, 6, 8, 7, 4, 11, 7, 7]","[4, 10, 8, 1, 9, 7, 3, 5, 6, 3]","[4, 6, 7, 6, 13, 5, 7, 9, 6, 5]","[3, 7, 6, 16, 6, 7, 7, 6, 10, 4]","[4, 9, 1, 2, 7, 6, 7, 3, 10, 10]","[8, 9, 8, 6, 7, 9, 7, 4, 3, 13]","[5, 6, 3, 6, 4, 9, 7, 6, 6, 4]","[6, 8, 7, 7, 6, 7, 2, 8, 5, 6]","[6, 7, 10, 9, 6, 2, 4, 8, 7, 8]","[4, 6, 8, 6, 5, 7, 6, 3, 5, 10]","[7, 8, 7, 7, 8, 6, 3, 5, 6, 4]","[13, 7, 5, 10, 5, 9, 3, 6, 5, 8]","[10, 11, 6, 7, 7, 5, 2, 3, 7, 8]"
11,"[2, 3, 3, 2, 3, 3, 4, 5, 2, 2]","[1, 3, 3, 2, 3, 6, 2, 2, 2, 3]","[1, 2, 2, 1, 1, 2, 4, 4, 0, 3]","[3, 0, 4, 0, 1, 2, 1, 1, 1, 5]","[0, 0, 1, 1, 2, 4, 2, 4, 1, 1]","[2, 1, 1, 0, 0, 1, 5, 1, 4, 0]","[6, 1, 2, 1, 1, 2, 1, 0, 0, 1]","[0, 1, 1, 3, 0, 1, 2, 0, 0, 2]","[2, 1, 0, 2, 0, 3, 3, 2, 1, 1]","[3, 1, 0, 4, 2, 3, 2, 0, 2, 2]","[4, 0, 1, 2, 1, 1, 1, 1, 1, 4]","[2, 1, 6, 1, 1, 1, 0, 2, 0, 3]","[0, 0, 1, 2, 2, 2, 1, 3, 2, 1]","[2, 2, 0, 1, 0, 3, 0, 2, 3, 2]","[2, 2, 3, 0, 3, 2, 1, 1, 1, 1]","[2, 3, 2, 4, 4, 2, 3, 0, 2, 2]","[0, 2, 2, 1, 2, 2, 2, 2, 2, 0]","[4, 2, 2, 1, 1, 1, 1, 0, 1, 4]","[3, 1, 2, 0, 4, 2, 0, 1, 4, 2]","[0, 0, 2, 3, 2, 3, 0, 0, 1, 2]","[6, 1, 3, 2, 2, 0, 0, 0, 2, 1]"
12,"[1, 0, 0, 4, 1, 0, 1, 0, 1, 0]","[0, 0, 0, 1, 0, 0, 1, 0, 0, 1]","[0, 1, 0, 1, 1, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 1, 1, 1, 2, 0, 2]","[0, 1, 1, 0, 1, 1, 0, 1, 0, 2]","[0, 0, 1, 0, 1, 2, 3, 1, 0, 0]","[1, 1, 1, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 1, 1, 2, 1, 0, 0]","[1, 0, 0, 2, 0, 0, 1, 0, 1, 0]","[0, 1, 0, 0, 2, 0, 2, 0, 1, 1]","[1, 0, 0, 0, 3, 1, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 3, 0]","[1, 0, 1, 0, 0, 1, 1, 1, 0, 0]","[1, 1, 1, 0, 1, 0, 1, 1, 0, 0]","[1, 1, 0, 1, 1, 0, 1, 0, 0, 0]","[2, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 1, 2, 0]","[1, 1, 0, 1, 0, 1, 0, 0, 0, 0]","[2, 0, 0, 1, 0, 0, 0, 0, 3, 1]","[0, 0, 0, 0, 1, 0, 1, 3, 0, 0]","[2, 2, 0, 0, 0, 1, 1, 0, 2, 0]"
