1N,2N,3N,4N,5N,6N,ratio
-0.4169195738166702,-0.407053191023921,-0.6923777994336185,-0.7107210907803625,-0.4160906962332542,-0.3653196323416254,-0.8782050976771505
-0.0847996748407474,0.1602979924451025,-0.3128008783140947,-0.3119073461809972,0.1964878902333226,-0.1286221882058135,-0.1104739984764794
-0.2314216916234336,-0.1592159537638591,-0.4273139349661135,-0.3951141617263758,-0.1543945779986623,-0.1867699321121909,-0.2946311050594883
0.0507937688766127,-0.0402237297174113,-0.3967850049625975,-0.4115350189886887,-0.0135583035728149,0.0713662463829765,-0.0090757790388339
-0.4323922250200971,-0.3236577877173729,-0.2138439587018155,-0.1713181474537969,-0.3210705864921916,-0.432671502130726,-0.7172102990195958
-0.1065669551206534,0.2137814485574844,0.0475025360324469,0.0515424938667418,0.2270516003023147,-0.0758411692442132,-0.1557628409330463
-0.330865209065305,-0.0835499101248266,0.0050227806820483,-0.0855710252877489,-0.1419000427658932,-0.3606263486068399,-0.460578283189029
-0.0400102181797092,-0.0494198056562278,0.0673271024391514,0.1113551393266353,-0.1157011010528466,-0.0548825693414007,-0.220708996360272
-0.440878568592107,-0.3762123711235541,-0.0849681050761069,-0.1608905782577578,-0.4118031638344768,-0.3719077256724101,-0.6813770498363096
0.0246572556612306,0.2018057299900126,0.2267869381299661,0.2694444545952778,0.1533084384465543,0.0454964292243893,0.1859969328630933
-0.4231693596683529,-0.0071184158377104,-0.1479362587368387,-0.0758132580880421,0.0031061174237401,-0.4235364205325566,-0.2996068396825558
-0.1227003117275736,0.0343607465195853,0.0997146159377664,0.0608565720053091,0.0113159993570042,-0.0031766217739373,-0.1227569383807484
-0.103010758359671,-0.2938001312327776,-0.201488244936409,-0.196240592435302,-0.251759034537703,-0.1279042078500682,-0.5127420070665197
0.1223050866425725,0.2804240408906189,0.1288282672084231,0.1943376092140519,0.2794612829010268,0.1138780297885907,0.1578878315384002
-0.4097984999054948,-0.2980227512428963,-0.1719076985278734,-0.1818772272229877,-0.2547185276284772,-0.3639534565411705,-0.6195293360780255
0.1265745698392288,-0.0356625896693129,0.0848047666913008,0.0240173008796793,0.0269980267452907,0.2092534844692154,0.2028311882228647
0.0855149782108087,0.3911509874265789,0.3278129105392219,0.2953712278832108,0.3768351555727159,0.0843736161798059,0.3325468416885057
-0.2560033849159004,-0.3673462558288821,0.0211259026146593,0.0431206367405989,-0.3696330744321505,-0.3400419661208575,-0.354746720085491
